authorityCode,authorityName,countyID,authorityType,authorityTitle,authorityID
391722,CENTRAL LSD,WILLIAMS,E,SCHOOL DISTRICT,
391723,CLERMONT NORTHEASTERN LSD,BROWN,E,SCHOOL DISTRICT,
391724,COLUMBIANA EVSD,MAHONING,E,SCHOOL DISTRICT,
391725,COLUMBUS GROVE LSD,ALLEN,E,SCHOOL DISTRICT,
391726,DANVILLE LSD,HOLMES,E,SCHOOL DISTRICT,
391727,DEFIANCE CSD,PAULDING,E,SCHOOL DISTRICT,
391728,EDGERTON LSD,DEFIANCE,E,SCHOOL DISTRICT,
391729,ELMWOOD LSD,HANCOCK,E,SCHOOL DISTRICT,
391730,EVERGREEN LSD,LUCAS,E,SCHOOL DISTRICT,
391731,FAIRBORN CSD,CLARK,E,SCHOOL DISTRICT,
391732,FAIRBORN CSD,MONTGOMERY,E,SCHOOL DISTRICT,
391733,FORT LORAMIE LSD,DARKE,E,SCHOOL DISTRICT,
391734,FORT RECOVERY LSD,DARKE,E,SCHOOL DISTRICT,
391735,FRANKLIN MONROE LSD,MIAMI,E,SCHOOL DISTRICT,
391736,GOSHEN LSD,WARREN,E,SCHOOL DISTRICT,
391737,GREENFIELD EVSD,FAYETTE,E,SCHOOL DISTRICT,
391738,GREENFIELD EVSD,ROSS,E,SCHOOL DISTRICT,
391739,GREENEVIEW LSD,CLINTON,E,SCHOOL DISTRICT,
391740,GREENEVIEW LSD,FAYETTE,E,SCHOOL DISTRICT,
391741,HARDIN NORTHERN LSD,HANCOCK,E,SCHOOL DISTRICT,
391742,HIGHLAND LSD,DELAWARE,E,SCHOOL DISTRICT,
391743,JOHNSTOWN-MONROE LSD,DELAWARE,E,SCHOOL DISTRICT,
391744,KENTON CSD,WYANDOT,E,SCHOOL DISTRICT,
391745,LAKOTA LSD,SENECA,E,SCHOOL DISTRICT,
391746,LAKOTA LSD,WOOD,E,SCHOOL DISTRICT,
391747,LEDGEMONT LSD,ASHTABULA,E,SCHOOL DISTRICT,
391748,LICKING VALLEY LSD,MUSKINGUM,E,SCHOOL DISTRICT,
391749,LOGAN ELM LSD,HOCKING,E,SCHOOL DISTRICT,
391750,LOUDONVILLE-PERRYSVILLE EVSD,HOLMES,E,SCHOOL DISTRICT,
391751,LOUDONVILLE-PERRYSVILLE EVSD,KNOX,E,SCHOOL DISTRICT,
391752,LOUDONVILLE-PERRYSVILLE EVSD,RICHLAND,E,SCHOOL DISTRICT,
391753,MCCOMB LSD,PUTNAM,E,SCHOOL DISTRICT,
391754,MCCOMB LSD,WOOD,E,SCHOOL DISTRICT,
391755,MOHAWK LSD,CRAWFORD,E,SCHOOL DISTRICT,
391756,MOHAWK LSD,SENECA,E,SCHOOL DISTRICT,
391757,NATIONAL TRAIL LSD,DARKE,E,SCHOOL DISTRICT,
391758,NEW BREMEN LSD,MERCER,E,SCHOOL DISTRICT,
391759,NEW BREMEN LSD,SHELBY,E,SCHOOL DISTRICT,
391760,NEW LONDON LSD,ASHLAND,E,SCHOOL DISTRICT,
391761,NEW LONDON LSD,LORAIN,E,SCHOOL DISTRICT,
391762,NEWTON LSD,DARKE,E,SCHOOL DISTRICT,
391763,NORTH UNION LSD,DELAWARE,E,SCHOOL DISTRICT,
391764,NORTHMOR LSD,MARION,E,SCHOOL DISTRICT,
391765,NORTHMOR LSD,RICHLAND,E,SCHOOL DISTRICT,
391766,NORTHRIDGE LSD,DELAWARE,E,SCHOOL DISTRICT,
391767,NORTHRIDGE LSD,KNOX,E,SCHOOL DISTRICT,
391768,NORTHWESTERN LSD,ASHLAND,E,SCHOOL DISTRICT,
391769,OLD FORT LSD,SANDUSKY,E,SCHOOL DISTRICT,
391770,OTSEGO LSD,HENRY,E,SCHOOL DISTRICT,
391771,OTSEGO LSD,LUCAS,E,SCHOOL DISTRICT,
391772,PARKWAY LSD,AUGLAIZE,E,SCHOOL DISTRICT,
391773,PARKWAY LSD,VAN WERT,E,SCHOOL DISTRICT,
391774,PATRICK HENRY LSD,PUTNAM,E,SCHOOL DISTRICT,
391775,PATRICK HENRY LSD,WOOD,E,SCHOOL DISTRICT,
391776,PAULDING EVSD,PUTNAM,E,SCHOOL DISTRICT,
391777,PETTISVILLE LSD,HENRY,E,SCHOOL DISTRICT,
391778,PICKERINGTON LSD,FRANKLIN,E,SCHOOL DISTRICT,
391779,PLYMOUTH-SHILOH LSD,CRAWFORD,E,SCHOOL DISTRICT,
391780,PLYMOUTH-SHILOH LSD,HURON,E,SCHOOL DISTRICT,
391781,RIDGEMONT LSD,LOGAN,E,SCHOOL DISTRICT,
391782,RIVERDALE LSD,HANCOCK,E,SCHOOL DISTRICT,
391783,RIVERDALE LSD,WYANDOT,E,SCHOOL DISTRICT,
391784,RIVERSIDE LSD,SHELBY,E,SCHOOL DISTRICT,
391785,RUSSIA LSD,DARKE,E,SCHOOL DISTRICT,
391786,SENECA EAST LSD,HURON,E,SCHOOL DISTRICT,
391787,SOUTH CENTRAL LSD,RICHLAND,E,SCHOOL DISTRICT,
391788,SOUTHEASTERN LSD,GREENE,E,SCHOOL DISTRICT,
391789,SOUTHWEST LICKING LSD,FAIRFIELD,E,SCHOOL DISTRICT,
391790,SPENCERVILLE LSD,AUGLAIZE,E,SCHOOL DISTRICT,
391791,SPENCERVILLE LSD,VAN WERT,E,SCHOOL DISTRICT,
391792,SWANTON LSD,LUCAS,E,SCHOOL DISTRICT,
391793,TALAWANDA CSD,PREBLE,E,SCHOOL DISTRICT,
391794,TEAYS VALLEY LSD,FAIRFIELD,E,SCHOOL DISTRICT,
391795,TEAYS VALLEY LSD,FRANKLIN,E,SCHOOL DISTRICT,
391796,TRIAD LSD,LOGAN,E,SCHOOL DISTRICT,
391797,TRIAD LSD,UNION,E,SCHOOL DISTRICT,
391798,UPPER SANDUSKY EVSD,CRAWFORD,E,SCHOOL DISTRICT,
391799,UPPER SANDUSKY EVSD,MARION,E,SCHOOL DISTRICT,
391800,UPPER SCIOTO VALLEY LSD,LOGAN,E,SCHOOL DISTRICT,
391801,UPPER SCIOTO VALLEY LSD,AUGLAIZE,E,SCHOOL DISTRICT,
391802,VALLEY VIEW LSD,PREBLE,E,SCHOOL DISTRICT,
391803,VANLUE LSD,SENECA,E,SCHOOL DISTRICT,
391804,VANLUE LSD,WYANDOT,E,SCHOOL DISTRICT,
391805,VERSAILLES EVSD,SHELBY,E,SCHOOL DISTRICT,
391806,WAYNE TRACE LSD,PUTNAM,E,SCHOOL DISTRICT,
391807,WAYNE TRACE LSD,VAN WERT,E,SCHOOL DISTRICT,
391808,WAYNESFIELD-GOSHEN LSD,ALLEN,E,SCHOOL DISTRICT,
391809,WAYNESFIELD-GOSHEN LSD,LOGAN,E,SCHOOL DISTRICT,
391810,WELLINGTON EVSD,HURON,E,SCHOOL DISTRICT,
391811,WEST LIBERTY-SALEM LSD,LOGAN,E,SCHOOL DISTRICT,
391812,WESTERN RESERVE LSD,ERIE,E,SCHOOL DISTRICT,
391813,WILMINGTON CSD,GREENE,E,SCHOOL DISTRICT,
391814,XENIA COMMUNITY CSD,WARREN,E,SCHOOL DISTRICT,
391815,YELLOW SPRINGS EVSD,CLARK,E,SCHOOL DISTRICT,
391816,WILLSHIRE,VAN WERT,D,VILLAGE,
391817,ALLIANCE,MAHONING,D,CITY,
391818,UNION,MONTGOMERY,D,CITY,
391819,BETTSVILLE,SENECA,D,VILLAGE,
391820,BLUFFTON EVSD,ALLEN,E,SCHOOL DISTRICT,
391821,COLONEL CRAWFORD LSD,CRAWFORD,E,SCHOOL DISTRICT,
391822,AYERSVILLE LSD,DEFIANCE,E,SCHOOL DISTRICT,
391823,NORTH FORK LSD,LICKING,E,SCHOOL DISTRICT,
391824,CHIPPEWA LSD,WAYNE,E,SCHOOL DISTRICT,
391825,NORTH BALTIMORE LSD,WOOD,E,SCHOOL DISTRICT,
391826,WAYNESFIELD,AUGLAIZE,D,VILLAGE,
391827,KENT-FRANKLIN,PORTAGE,D,TOWNSHIP,
391828,BLUFFTON EVSD,HANCOCK,E,SCHOOL DISTRICT,
391829,NORTH FORK LSD,KNOX,E,SCHOOL DISTRICT,
391830,NORTH BALTIMORE LSD,HANCOCK,E,SCHOOL DISTRICT,
391831,CLAY TOWNSHIP-CITY OF CLAYTON,MONTGOMERY,D,TOWNSHIP,
391832,MILFORD CITY JEDD I,CLERMONT,D,TOWNSHIP,
391833,HAMILTON FAIRFIELD TWP JEDD II,BUTLER,D,TOWNSHIP,
391834,STRATTON,JEFFERSON,D,VILLAGE,
391835,HIGHLAND HILLS-CLEVELAND,CUYAHOGA,D,TOWNSHIP,
391836,BOTKINS LSD,SHELBY,E,SCHOOL DISTRICT,
391837,CLYDE-GREEN SPRINGS EVSD,SANDUSKY,E,SCHOOL DISTRICT,
391838,MILTON-UNION EVSD,MIAMI,E,SCHOOL DISTRICT,
391839,COMMERCIAL POINT,PICKAWAY,D,VILLAGE,
391840,EDISON,MORROW,D,VILLAGE,
391841,KETTLERSVILLE,SHELBY,D,VILLAGE,
391842,PORTAGE,WOOD,D,VILLAGE,
391843,NEW RICHMOND,CLERMONT,D,VILLAGE,
391844,CRESTLINE EVSD,CRAWFORD,E,SCHOOL DISTRICT,
391845,CRESTLINE EVSD,RICHLAND,E,SCHOOL DISTRICT,
391846,ELGIN LSD,DELAWARE,E,SCHOOL DISTRICT,
391847,ELGIN LSD,HARDIN,E,SCHOOL DISTRICT,
391848,ELGIN LSD,MARION,E,SCHOOL DISTRICT,
391849,JACKSON CENTER LSD,AUGLAIZE,E,SCHOOL DISTRICT,
391850,JACKSON CENTER LSD,LOGAN,E,SCHOOL DISTRICT,
391851,JACKSON CENTER LSD,SHELBY,E,SCHOOL DISTRICT,
391852,MONROEVILLE LSD,ERIE,E,SCHOOL DISTRICT,
391853,MONROEVILLE LSD,HURON,E,SCHOOL DISTRICT,
391854,NORTHWESTERN LSD,CLARK,E,SCHOOL DISTRICT,
391855,NORTHWESTERN LSD,CHAMPAIGN,E,SCHOOL DISTRICT,
391856,OTTOVILLE LSD,PAULDING,E,SCHOOL DISTRICT,
391857,OTTOVILLE LSD,PUTNAM,E,SCHOOL DISTRICT,
391858,BEAVERDAM,ALLEN,D,VILLAGE,
391859,KILLBUCK,HOLMES,D,VILLAGE,
391860,MELROSE,PAULDING,D,VILLAGE,
391861,TREMONT CITY,CLARK,D,CITY,
391862,BOTKINS LSD,AUGLAIZE,E,SCHOOL DISTRICT,
391863,CLYDE-GREEN SPRINGS EVSD,SENECA,E,SCHOOL DISTRICT,
391864,PATASKALA,LICKING,D,CITY,
391865,WAYNESVILLE,WARREN,D,VILLAGE,
391866,THURSTON,FAIRFIELD,D,VILLAGE,
391867,BETHEL LSD,MIAMI,E,SCHOOL DISTRICT,
391868,HOPEWELL-LOUDON LSD,SENECA,E,SCHOOL DISTRICT,
391869,NORTHWEST LSD,STARK,E,SCHOOL DISTRICT,
391870,NORTHWEST LSD,SUMMIT,E,SCHOOL DISTRICT,
391871,NORTHWEST LSD,WAYNE,E,SCHOOL DISTRICT,
391872,NEW MADISON,DARKE,D,VILLAGE,
391873,OSGOOD,DARKE,D,VILLAGE,
391874,ETNA JEDZ1,LICKING,D,TOWNSHIP,
391875,BAINBRIDGE-SOLON,GEAUGA,D,TOWNSHIP,
391876,QUINCY,LOGAN,D,VILLAGE,
391877,MILLER CITY,PUTNAM,D,CITY,
391878,MIFFLIN,ASHLAND,D,VILLAGE,
391879,EMERALD PARK-REVENUE SHARING,CUYAHOGA,D,TOWNSHIP,
391880,IX CENTER-REVENUE SHARING,CUYAHOGA,D,TOWNSHIP,
391881,CONCORD TWP-PAINESVILLE JEDD,LAKE,D,TOWNSHIP,
391882,SHAKER SQUARE-REVENUE SHARING,CUYAHOGA,D,TOWNSHIP,
391883,WARRENSVILLE HEIGHTS JEDZ,CUYAHOGA,D,TOWNSHIP,
391884,PERRYSBURG-TOLEDO JEDZ,LUCAS,D,TOWNSHIP,
391885,PERRYSBURG-TOLEDO JEDZ,WOOD,D,TOWNSHIP,
391886,WEST CHESTER JEDD 1,BUTLER,D,TOWNSHIP,
391887,MEDINA-MONTVILLE,MEDINA,D,TOWNSHIP,
391888,MONCLOVA-MAUMEE-TOLEDO JEDZ,LUCAS,D,TOWNSHIP,
391889,HARRISON CITY-HARRISON TWP,HAMILTON,D,TOWNSHIP,
391890,NORTH PICKAWAY COUNTY,PICKAWAY,D,TOWNSHIP,
391891,OLMSTEAD JEDD,CUYAHOGA,D,TOWNSHIP,
391892,PERRY JEDD,LAKE,D,TOWNSHIP,
391893,ADELPHI,ROSS,D,VILLAGE,
391894,REYNOLDSBURG E-ZONE,FRANKLIN,D,TOWNSHIP,
391895,YOUNGSTOWN GIRARD JEDZ,TRUMBULL,D,TOWNSHIP,
391896,NEW BAVARIA,HENRY,D,VILLAGE,
391897,SAINT CLAIRSVILLE,BELMONT,D,CITY,
391898,REYNOLDSBURG E-ZONE,LICKING,D,TOWNSHIP,
391899,AMANDA-CLEARCREEK LSD,FAIRFIELD,E,SCHOOL DISTRICT,
391900,WILLARD CSD,CRAWFORD,E,SCHOOL DISTRICT,
391901,WILLARD CSD,HURON,E,SCHOOL DISTRICT,
391902,CALDWELL,NOBLE,D,VILLAGE,
391903,CLINTON,SUMMIT,D,VILLAGE,
391904,CONTINENTAL,PUTNAM,D,VILLAGE,
391905,LAKELINE,LAKE,D,VILLAGE,
391906,BLOOMINGDALE,JEFFERSON,D,VILLAGE,
391907,HARROD,ALLEN,D,VILLAGE,
391908,VALLEYVIEW,FRANKLIN,D,VILLAGE,
391909,EATON JEDD,LORAIN,D,TOWNSHIP,
391910,PRAIRIE-OBETZ JEDZ,FRANKLIN,D,TOWNSHIP,
391911,GREEN TWP-CHEVIOT CITY JEDD II,HAMILTON,D,TOWNSHIP,
391912,NORTH STAR,DARKE,D,VILLAGE,
391913,CARLISLE,MONTGOMERY,D,CITY,
391914,SPRINGBORO,MONTGOMERY,D,CITY,
391915,HUBER HEIGHTS,MIAMI,D,CITY,
391916,MILFORD CITY JEDD II,CLERMONT,D,TOWNSHIP,
391917,MILFORD CITY JEDD II,HAMILTON,D,TOWNSHIP,
391918,MILFORD CITY JEDD I,HAMILTON,D,TOWNSHIP,
391919,JERRY CITY,WOOD,D,CITY,
391920,WEST MANSFIELD,LOGAN,D,VILLAGE,
391921,CLEAR FORK VALLEY LSD,KNOX,E,SCHOOL DISTRICT,
391922,CLEAR FORK VALLEY LSD,RICHLAND,E,SCHOOL DISTRICT,
391923,TRIWAY LSD,HOLMES,E,SCHOOL DISTRICT,
391924,TRIWAY LSD,WAYNE,E,SCHOOL DISTRICT,
391925,BLENDON-WESTERVILLE JEDZ,FRANKLIN,D,TOWNSHIP,
391926,NEW PARIS,PREBLE,D,VILLAGE,
391927,BUTLER COUNTY ANNEX JEDD,BUTLER,D,TOWNSHIP,
391928,AUSTIN CENTER JEDD,MONTGOMERY,D,TOWNSHIP,
391929,TECUMSEH JEDD,GREENE,D,TOWNSHIP,
391930,RICHFIELD JEDD,SUMMIT,D,TOWNSHIP,
391931,LIBERTY CENTER JEDD,HENRY,D,TOWNSHIP,
391932,BUCKLAND,AUGLAIZE,D,VILLAGE,
391933,TIRO,CRAWFORD,D,VILLAGE,
391934,WEST LIBERTY,LOGAN,D,VILLAGE,
391935,MOUNT VICTORY,HARDIN,D,VILLAGE,
391936,FREDERICKSBURG,WAYNE,D,VILLAGE,
391937,SYCAMORE TWP JEDZ-KENWOOD CNTL,HAMILTON,D,TOWNSHIP,
391938,SYCAMORE TWP JEDZ-KENWOOD EAST,HAMILTON,D,TOWNSHIP,
391939,SYCAMORE TWP JEDZ-KENWOOD SW,HAMILTON,D,TOWNSHIP,
391940,BUTLER TWP-DAYTON JEDD,MONTGOMERY,D,TOWNSHIP,
391941,ETNA JEDZ II,LICKING,D,TOWNSHIP,
391942,BUTLER TWP-VANDALIA JEDD,MONTGOMERY,D,TOWNSHIP,
391944,GATEWAY-REVENUE SHARING,CUYAHOGA,D,TOWNSHIP,
391945,MOUNT HEALTHY-SPRINGFIELD TWP,HAMILTON,D,TOWNSHIP,
391946,PLEASANTVILLE,FAIRFIELD,D,VILLAGE,
391947,MORRAL,MARION,D,VILLAGE,
391948,HARPERSFIELD GENEVA JEDD II,ASHTABULA,D,TOWNSHIP,
391949,HARPERSFIELD GENEVA JEDD I,ASHTABULA,D,TOWNSHIP,
391950,PRAIRIE TOWNSHIP JEDD,FRANKLIN,D,TOWNSHIP,
391951,ZANESVILLE-WASHINGTON JEDD,MUSKINGUM,D,TOWNSHIP,
391952,JEROMESVILLE,ASHLAND,D,VILLAGE,
391953,NORTH ROBINSON,CRAWFORD,D,VILLAGE,
391954,BUTLER TWP-VANDALIA JEDZ,MONTGOMERY,D,TOWNSHIP,
391955,CARDINGTON-LINCOLN LSD,MARION,E,SCHOOL DISTRICT,
391956,CARDINGTON-LINCOLN LSD,MORROW,E,SCHOOL DISTRICT,
391957,GIBSONBURG EVSD,SANDUSKY,E,SCHOOL DISTRICT,
391958,GIBSONBURG EVSD,WOOD,E,SCHOOL DISTRICT,
391959,HILLSDALE LSD,ASHLAND,E,SCHOOL DISTRICT,
391960,HILLSDALE LSD,WAYNE,E,SCHOOL DISTRICT,
391961,NORWAYNE LSD,MEDINA,E,SCHOOL DISTRICT,
391962,NORWAYNE LSD,WAYNE,E,SCHOOL DISTRICT,
391963,CAMDEN,PREBLE,D,VILLAGE,
391964,GRATIS,PREBLE,D,VILLAGE,
391965,BOSTON-PENINSULA JEDD,SUMMIT,D,TOWNSHIP,
391966,NORTH BALTIMORE-HENRY JEDD,WOOD,D,TOWNSHIP,
391967,BLUFFTON,HANCOCK,D,VILLAGE,
391968,CLINTON-GRANDVIEW HEIGHTS JEDZ,FRANKLIN,D,TOWNSHIP,
391969,SPENCER-WHITEHOUSE JEDZ,LUCAS,D,TOWNSHIP,
391970,OAK HILL,JACKSON,D,VILLAGE,
391971,PATTERSON,HARDIN,D,VILLAGE,
391972,COLUMBIA TOWNSHIP JEDZ,HAMILTON,D,TOWNSHIP,
391973,SYCAMORE TWP JEDZ-KENWOOD NW,HAMILTON,D,TOWNSHIP,
391974,AMSTERDAM,JEFFERSON,D,VILLAGE,
391975,SPRINGFIELD TWP JEDZ I,HAMILTON,D,TOWNSHIP,
391976,RUSH TWP/UHRICHSVILLE JEDD,TUSCARAWAS,D,TOWNSHIP,
391977,CONESVILLE,COSCHOCTON,D,VILLAGE,
391978,EMPIRE,JEFFERSON,D,VILLAGE,
391979,SCIOTO TOWNSHIP JEDD,PICKAWAY,D,TOWNSHIP,
391980,NORTHWOOD LSD,WOOD,E,SCHOOL DISTRICT,
391981,TRI-COUNTY NORTH LSD,DARKE,E,SCHOOL DISTRICT,
391982,TRI-COUNTY NORTH LSD,PREBLE,E,SCHOOL DISTRICT,
391983,TRI-COUNTY NORTH LSD,MONTGOMERY,E,SCHOOL DISTRICT,
391984,RUSHSYLVANIA,LOGAN,D,VILLAGE,
391985,PATASKALA JEDD,LICKING,D,TOWNSHIP,
391986,WESTERN RIDGE JEDD,HAMILTON,D,TOWNSHIP,
391987,MERCY HOSPITALS WEST JEDD,HAMILTON,D,TOWNSHIP,
391988,WAYNE,WOOD,D,VILLAGE,
391989,HOLLAND SPRINGFIELD TWP JEDZ,LUCAS,D,TOWNSHIP,
391990,TOLEDO EXPRESS AIRPORT JEDD,LUCAS,D,TOWNSHIP,
391991,TRIMBLE,ATHENS,D,VILLAGE,
391992,AMANDA,FAIRFIELD,D,VILLAGE,
391993,DUBLIN,DELAWARE,D,CITY,
391994,DUBLIN,UNION,D,CITY,
391995,TROY TWP-CITY OF TOLEDO JEDD,WOOD,D,TOWNSHIP,
391996,NORTHEASTERN LSD,CLARK,E,SCHOOL DISTRICT,
391997,EDON-NORTHWEST LSD,WILLIAMS,E,SCHOOL DISTRICT,
391998,ASHLEY,DELAWARE,D,VILLAGE,
391999,SAYBROOK TOWNSHIP JEDD,ASHTABULA,D,TOWNSHIP,
392000,MILFORD CITY JEDD III,CLERMONT,D,TOWNSHIP,
392001,MILFORD CITY JEDD III,HAMILTON,D,TOWNSHIP,
392002,MILFORD CITY JEDD IV,CLERMONT,D,TOWNSHIP,
392003,MILFORD CITY JEDD IV,HAMILTON,D,TOWNSHIP,
392004,MILLERSPORT,FAIRFIELD,D,VILLAGE,
392005,BETHEL,CLERMONT,D,VILLAGE,
392006,NEY,DEFIANCE,D,VILLAGE,
392007,NORTHEASTERN LSD,CHAMPAIGN,E,SCHOOL DISTRICT,
392008,VANLUE,HANCOCK,D,VILLAGE,
392009,MOUNT CORY,HANCOCK,D,VILLAGE,
392010,HARPERSFIELD GENEVA JEDD III,ASHTABULA,D,TOWNSHIP,
392011,ASHTABULA TOWNSHIP JEDD,ASHTABULA,D,TOWNSHIP,
392013,MONCLOVA TOWNSHIP JEDD I,LUCAS,D,TOWNSHIP,
392014,CLARKSVILLE,CLINTON,D,VILLAGE,
392015,DARBYVILLE,PICKAWAY,D,VILLAGE,
392016,ZANESVILLE-SPRINGFIELD JEDD,MUSKINGUM,D,TOWNSHIP,
392017,ZANESVILLE-NEWTON JEDD,MUSKINGUM,D,TOWNSHIP,
392018,BERKSHIRE TOWNSHIP JEDD,DELAWARE,D,TOWNSHIP,
392019,WALTON HILLS-SAGAMORE HILLS,SUMMIT,D,TOWNSHIP,
392020,HUBBARD TOWNSHIP JEDD,TRUMBULL,D,TOWNSHIP,
392021,LEBANON-TURTLECREEK JEDD,WARREN,D,TOWNSHIP,
392022,SAYBROOK TOWNSHIP JEDD II,ASHTABULA,D,TOWNSHIP,
392023,HANOVER,LICKING,D,VILLAGE,
392024,CIRCLEVILLE-PICKAWAY TWP JEDD,PICKAWAY,D,TOWNSHIP,
392025,LYONS,FULTON,D,VILLAGE,
392026,OSTRANDER,DELAWARE,D,VILLAGE,
392027,MARENGO,MORROW,D,VILLAGE,
392028,ST. LOUISVILLE,LICKING,D,VILLAGE,
392029,SOUTH VIENNA,CLARK,D,VILLAGE,
392030,GETTYSBURG,DARKE,D,VILLAGE,
392031,SMITHFIELD,JEFFERSON,D,VILLAGE,
392032,NEWTONSVILLE,CLERMONT,D,VILLAGE,
392033,SWANTON,LUCAS,D,VILLAGE,
392034,KIRKERSVILLE,LICKING,D,VILLAGE,
392035,LODI,MEDINA,D,VILLAGE,
392036,WILLIAMSPORT,PICKAWAY,D,CITY,
392037,WASHINGTONVILLE,COLUMBIANA,D,VILLAGE,
392038,HAMILTON FAIRFLD TWP JEDD III,BUTLER,D,TOWNSHIP,
392039,BARNESVILLE JEDD I,BELMONT,D,TOWNSHIP,
392040,BARNESVILLE JEDD II,BELMONT,D,TOWNSHIP,
392041,STOUTSVILLE,FAIRFIELD,D,VILLAGE,
392042,CUYAHOGA FALLS-BOSTON TWP JEDD,SUMMIT,D,TOWNSHIP,
392043,COSHOCTON-TUSCARAWAS JEDD,COSHOCTON,D,TOWNSHIP,
392044,COSHOCTON-FRANKLIN JEDD,COSHOCTON,D,TOWNSHIP,
392045,HARRISON GREENE JEDD,HAMILTON,D,TOWNSHIP,
392046,COLERAIN TOWNSHIP-CHEVIOT JEDD,HAMILTON,D,TOWNSHIP,
392047,GREEN TWP-CHEVIOT CITY JEDD V,HAMILTON,D,TOWNSHIP,
392048,AMELIA,CLERMONT,D,VILLAGE,
392049,CHESTERVILLE,MORROW,D,VILLAGE,
392050,JACKSON,JACKSON,D,CITY,
392053,MILFORD CITY JEDD V,CLERMONT,D,TOWNSHIP,
392054,PAYNE,PAULDING,D,VILLAGE,
392058,MIAMI CROSSING JEDD,MONTGOMERY,D,TOWNSHIP,
392059,WILLIAMSBURG JEDD,CLERMONT,D,TOWNSHIP,
392060,WAYNE LAKES,DARKE,D,VILLAGE,
392061,BLOOMVILLE,SENECA,D,VILLAGE,
392062,GENEVA AREA CSD,ASHTABULA,E,SCHOOL DISTRICT,
392063,ST. MARYS CSD,AUGLAIZE,E,SCHOOL DISTRICT,
392064,GRANVILLE EVSD,LICKING,E,SCHOOL DISTRICT,
392065,MADISON-PLAINS LSD,MADISON,E,SCHOOL DISTRICT,
392066,MADISON-PLAINS LSD,FRANKLIN,E,SCHOOL DISTRICT,
392067,MADISON-PLAINS LSD,FAYETTE,E,SCHOOL DISTRICT,
392068,JAMES A. GARFIELD LSD,PORTAGE,E,SCHOOL DISTRICT,
392069,NORTON CSD,SUMMIT,E,SCHOOL DISTRICT,
392070,GREEN LSD,WAYNE,E,SCHOOL DISTRICT,
392071,MAUMEE-TOLEDO JEDZ,LUCAS,D,TOWNSHIP,
392072,PITSBURG,DARKE,D,VILLAGE,
392073,MOUNT BLANCHARD,HANCOCK,D,VILLAGE,
392074,BRIDGEPORT,BELMONT,D,VILLAGE,
392076,ETNA REYNOLDSBURG JEDD II,LICKING,D,TOWNSHIP,
392079,MILFORD CITY JEDD VI,CLERMONT,D,TOWNSHIP,
392080,ALEXANDER LSD,ATHENS,E,SCHOOL DISTRICT,
392081,ALEXANDER LSD,MEIGS,E,SCHOOL DISTRICT,
392082,ALEXANDER LSD,VINTON,E,SCHOOL DISTRICT,
392083,CLINTON-MASSIE LSD,CLINTON,E,SCHOOL DISTRICT,
392084,CLINTON-MASSIE LSD,GREENE,E,SCHOOL DISTRICT,
392085,CLINTON-MASSIE LSD,WARREN,E,SCHOOL DISTRICT,
392089,PLEASANT LSD,MARION,E,SCHOOL DISTRICT,
392090,RIVER VALLEY LSD,MARION,E,SCHOOL DISTRICT,
392091,RIVER VALLEY LSD,MORROW,E,SCHOOL DISTRICT,
392092,DORR STREET JEDD,LUCAS,D,TOWNSHIP,
392093,RISINGSUN,WOOD,D,VILLAGE,
392095,JACKSON-CANTON TSG JEDD,STARK,D,TOWNSHIP,
392096,JACKSON-CANTON TWR/STARK STATE,STARK,D,TOWNSHIP,
392097,JACKSON-CANTON SM JEDD,STARK,D,TOWNSHIP,
392098,JACKSON-CANTON FP JEDD,STARK,D,TOWNSHIP,
392099,JACKSON-CANTON CD JEDD,STARK,D,TOWNSHIP,
392100,ALEXANDRIA,LICKING,D,VILLAGE,
400000,OKLAHOMA,,B,STATE,
410000,OREGON,,B,STATE,
410101,TRI-MET TRANS. DISTRICT,,F,OTHER,
410102,LANE TRANSIT DISTRICT,LANE,F,OTHER,
410103,SOUTH CLACKAMAS TRANS DISTRICT,CLACKAMAS,F,OTHER,
410104,WILSONVILLE TRANSIT DISTRICT,CLACKAMAS,F,OTHER,
410105,SANDY TRANSIT SYSTEM,CLACKAMAS,F,OTHER,
410106,CITY OF CANBY LTD,CLACKAMAS,F,OTHER,
410107,MULTNOMAH,,C,COUNTY,
420000,PENNSYLVANIA,,B,STATE,
420001,ABBOTT,POTTER,D,TOWNSHIP,530301
420002,ABBOTTSTOWN,ADAMS,D,BOROUGH,10201
420003,WAVERLY,LACKAWANNA,D,TOWNSHIP,350101
420004,ABINGTON,MONTGOMERY,D,TOWNSHIP,460101
420005,ABINGTON HEIGHTS S D,LACKAWANNA,E,SCHOOL DISTRICT,350100
420006,ABINGTON S D,MONTGOMERY,E,SCHOOL DISTRICT,460100
420007,ADAMS,CAMBRIA,D,TOWNSHIP,110601
420008,ADAMS,BUTLER,D,TOWNSHIP,100401
420009,ADAMS,SNYDER,D,TOWNSHIP,550101
420010,ADAMSBURG,WESTMORELAND,D,BOROUGH,650701
420011,ADAMSTOWN,LANCASTER,D,BOROUGH,360101
420012,ADDISON,SOMERSET,D,BOROUGH,561001
420013,ADDISON,SOMERSET,D,TOWNSHIP,561002
420014,AKRON,LANCASTER,D,BOROUGH,360701
420015,ALBA,BRADFORD,D,BOROUGH,80601
420016,ALBANY,BERKS,D,TOWNSHIP,61001
420017,ALBANY,BRADFORD,D,TOWNSHIP,80701
