User Code,BSI Code,Authority Name,Preferred,Authority Title,County ID
BSI00391576,391576,SENECA EAST LSD,N,SCHOOL DISTRICT,SENECA
BSI00391577,391577,WESTERVILLE,N,CITY,DELAWARE
BSI00391578,391578,FREEPORT,N,VILLAGE,HARRISON
BSI00391579,391579,PAULDING,N,VILLAGE,PAULDING
BSI00391580,391580,ORANGE-CHAGRIN HIGHLANDS,N,TOWNSHIP,CUYAHOGA
BSI00391581,391581,BEACHWOOD-EAST,N,TOWNSHIP,CUYAHOGA
BSI00391582,391582,BEACHWOOD-WEST,N,TOWNSHIP,CUYAHOGA
BSI00391583,391583,BRADFORD,N,VILLAGE,DARKE
BSI00391584,391584,DELPHOS,N,CITY,VAN WERT
BSI00391585,391585,FOSTORIA,N,CITY,SENECA
BSI00391586,391586,FOSTORIA,N,CITY,WOOD
BSI00391587,391587,HUNTING VALLEY,N,VILLAGE,GEAUGA
BSI00391588,391588,ROSEVILLE,N,VILLAGE,PERRY
BSI00391589,391589,VERMILION,N,CITY,LORAIN
BSI00391590,391590,WELLSTON,N,CITY,JACKSON
BSI00391591,391591,SABINA,N,VILLAGE,CLINTON
BSI00391592,391592,MARBLEHEAD,N,VILLAGE,OTTAWA
BSI00391593,391593,WEST UNION,N,VILLAGE,ADAMS
BSI00391594,391594,HAMILTON FAIRFIELD TWP JEDD I,N,TOWNSHIP,BUTLER
BSI00391595,391595,ABERDEEN,N,VILLAGE,BROWN
BSI00391596,391596,OTSEGO LSD,N,SCHOOL DISTRICT,WOOD
BSI00391597,391597,TWIN VALLEY COMMUNITY LSD,N,SCHOOL DISTRICT,PREBLE
BSI00391598,391598,COLUMBIANA EVSD,N,SCHOOL DISTRICT,COLUMBIANA
BSI00391599,391599,WILMINGTON CSD,N,SCHOOL DISTRICT,CLINTON
BSI00391600,391600,FORT JENNINGS,N,VILLAGE,PUTNAM
BSI00391601,391601,OCTA,N,VILLAGE,FAYETTE
BSI00391602,391602,PLEASANT HILL,N,VILLAGE,MIAMI
BSI00391603,391603,REMINDERVILLE-TWINSBURG,N,TOWNSHIP,SUMMIT
BSI00391604,391604,NEW WATERFORD,N,VILLAGE,COLUMBIANA
BSI00391605,391605,BELLEVUE,N,CITY,SANDUSKY
BSI00391606,391606,CLAYTON,N,CITY,MONTGOMERY
BSI00391607,391607,MAINEVILLE,N,VILLAGE,WARREN
BSI00391608,391608,NEW BLOOMINGTON,N,VILLAGE,MARION
BSI00391609,391609,BRIMFIELD-TALLMADGE,N,TOWNSHIP,PORTAGE
BSI00391610,391610,CRIDERSVILLE,N,VILLAGE,AUGLAIZE
BSI00391611,391611,SHARONVILLE,N,VILLAGE,BUTLER
BSI00391612,391612,ELYRIA TOWNSHIP-CITY OF ELYRIA,N,TOWNSHIP,LORAIN
BSI00391613,391613,RIDGEWAY,N,VILLAGE,HARDIN
BSI00391614,391614,CECIL,N,VILLAGE,PAULDING
BSI00391615,391615,SHERWOOD,N,VILLAGE,DEFIANCE
BSI00391616,391616,MIDDLETOWN,N,CITY,WARREN
BSI00391617,391617,LOCKBOURNE,N,VILLAGE,FRANKLIN
BSI00391618,391618,BEXLEY CSD,N,SCHOOL DISTRICT,FRANKLIN
BSI00391619,391619,CAREY EVSD,N,SCHOOL DISTRICT,WYANDOT
BSI00391620,391620,ARCADIA LSD,N,SCHOOL DISTRICT,HANCOCK
BSI00391621,391621,DALTON LSD,N,SCHOOL DISTRICT,WAYNE
BSI00391622,391622,MILLCREEK-WEST UNITY LSD,N,SCHOOL DISTRICT,WILLIAMS
BSI00391623,391623,NEW BREMEN LSD,N,SCHOOL DISTRICT,AUGLAIZE
BSI00391624,391624,NEW KNOXVILLE LSD,N,SCHOOL DISTRICT,AUGLAIZE
BSI00391625,391625,OLD FORT LSD,N,SCHOOL DISTRICT,SENECA
BSI00391626,391626,SWANTON LSD,N,SCHOOL DISTRICT,FULTON
BSI00391627,391627,VERSAILLES EVSD,N,SCHOOL DISTRICT,DARKE
BSI00391628,391628,CRESTVIEW LSD,N,SCHOOL DISTRICT,VAN WERT
BSI00391629,391629,LAKOTA LSD,N,SCHOOL DISTRICT,SANDUSKY
BSI00391630,391630,TALAWANDA CSD,N,SCHOOL DISTRICT,BUTLER
BSI00391631,391631,MINERVA PARK,N,VILLAGE,FRANKLIN
BSI00391632,391632,RUSSELLS POINT,N,VILLAGE,LOGAN
BSI00391633,391633,PIKETON,N,VILLAGE,PIKE
BSI00391634,391634,BRIMFIELD-KENT,N,TOWNSHIP,PORTAGE
BSI00391635,391635,NEW FRANKLIN,N,VILLAGE,SUMMIT
BSI00391636,391636,REYNOLDSBURG,N,CITY,FAIRFIELD
BSI00391637,391637,PLAIN CITY,N,VILLAGE,UNION
BSI00391638,391638,BERNE UNION LSD,N,SCHOOL DISTRICT,FAIRFIELD
BSI00391639,391639,CIRCLEVILLE CSD,N,SCHOOL DISTRICT,PICKAWAY
BSI00391640,391640,JENNINGS LSD,N,SCHOOL DISTRICT,PUTNAM
BSI00391641,391641,KALIDA LSD,N,SCHOOL DISTRICT,PUTNAM
BSI00391642,391642,LOGAN ELM LSD,N,SCHOOL DISTRICT,PICKAWAY
BSI00391643,391643,LONDON CSD,N,SCHOOL DISTRICT,MADISON
BSI00391644,391644,ROSS LSD,N,SCHOOL DISTRICT,BUTLER
BSI00391645,391645,SHELBY CSD,N,SCHOOL DISTRICT,RICHLAND
BSI00391646,391646,WEST ELKTON,N,VILLAGE,PREBLE
BSI00391647,391647,CAIRO,N,VILLAGE,ALLEN
BSI00391648,391648,ELIDA,N,VILLAGE,ALLEN
BSI00391649,391649,OWENSVILLE,N,VILLAGE,CLERMONT
BSI00391650,391650,CLEVELAND-HIGHLAND HILLS,N,TOWNSHIP,CUYAHOGA
BSI00391651,391651,BELLEVUE,N,CITY,ERIE
BSI00391652,391652,GREEN SPRINGS,N,VILLAGE,SENECA
BSI00391653,391653,RIDGEWAY,N,VILLAGE,LOGAN
BSI00391654,391654,MIAMI TOWNSHIP-DAYTON,N,TOWNSHIP,MONTGOMERY
BSI00391655,391655,WOODSTOCK,N,VILLAGE,CHAMPAIGN
BSI00391656,391656,MONROE,N,CITY,WARREN
BSI00391657,391657,LIBERTY,N,TOWNSHIP,BUTLER
BSI00391658,391658,ANTWERP,N,VILLAGE,PAULDING
BSI00391659,391659,COLUMBUS,N,CITY,FAIRFIELD
BSI00391660,391660,REYNOLDSBURG CSD,N,SCHOOL DISTRICT,FAIRFIELD
BSI00391661,391661,REYNOLDSBURG CSD,N,SCHOOL DISTRICT,LICKING
BSI00391662,391662,YOUNGSTOWN,N,CITY,TRUMBULL
BSI00391663,391663,ADENA LSD,N,SCHOOL DISTRICT,PICKAWAY
BSI00391664,391664,ADENA LSD,N,SCHOOL DISTRICT,ROSS
BSI00391665,391665,ATHENS CSD,N,SCHOOL DISTRICT,ATHENS
BSI00391666,391666,BRYAN CSD,N,SCHOOL DISTRICT,WILLIAMS
BSI00391667,391667,CLOVERLEAF LSD,N,SCHOOL DISTRICT,MEDINA
BSI00391668,391668,EASTWOOD LSD,N,SCHOOL DISTRICT,WOOD
BSI00391669,391669,JONATHAN ALDER LSD,N,SCHOOL DISTRICT,FRANKLIN
BSI00391670,391670,JONATHAN ALDER LSD,N,SCHOOL DISTRICT,MADISON
BSI00391671,391671,JONATHAN ALDER LSD,N,SCHOOL DISTRICT,UNION
BSI00391672,391672,LANCASTER CSD,N,SCHOOL DISTRICT,FAIRFIELD
BSI00391673,391673,MINSTER LSD,N,SCHOOL DISTRICT,AUGLAIZE
BSI00391674,391674,MINSTER LSD,N,SCHOOL DISTRICT,DARKE
BSI00391675,391675,MINSTER LSD,N,SCHOOL DISTRICT,MERCER
BSI00391676,391676,MINSTER LSD,N,SCHOOL DISTRICT,SHELBY
BSI00391677,391677,SEBRING LSD,N,SCHOOL DISTRICT,MAHONING
BSI00391678,391678,SOUTHWEST LSD,N,SCHOOL DISTRICT,HAMILTON
BSI00391679,391679,SOUTHWEST LSD,N,SCHOOL DISTRICT,BUTLER
BSI00391680,391680,TROY CSD,N,SCHOOL DISTRICT,MIAMI
BSI00391681,391681,FAIRBANKS LSD,N,SCHOOL DISTRICT,MADISON
BSI00391682,391682,FAIRFIELD UNION LSD,N,SCHOOL DISTRICT,HOCKING
BSI00391683,391683,FAIRFIELD UNION LSD,N,SCHOOL DISTRICT,PERRY
BSI00391684,391684,LIBERTY CENTER LSD,N,SCHOOL DISTRICT,FULTON
BSI00391685,391685,MECHANICSBURG EVSD,N,SCHOOL DISTRICT,MADISON
BSI00391686,391686,MIAMI EAST LSD,N,SCHOOL DISTRICT,CHAMPAIGN
BSI00391687,391687,NEW KNOXVILLE LSD,N,SCHOOL DISTRICT,SHELBY
BSI00391688,391688,PANDORA-GILBOA LSD,N,SCHOOL DISTRICT,ALLEN
BSI00391689,391689,PREBLE SHAWNEE LSD,N,SCHOOL DISTRICT,BUTLER
BSI00391690,391690,PREBLE SHAWNEE LSD,N,SCHOOL DISTRICT,MONTGOMERY
BSI00391691,391691,COLUMBUS,N,CITY,DELAWARE
BSI00391692,391692,CANAL WINCHESTER,N,VILLAGE,FAIRFIELD
BSI00391693,391693,HARRISBURG,N,VILLAGE,PICKAWAY
BSI00391694,391694,LOUDONVILLE,N,VILLAGE,HOLMES
BSI00391695,391695,MILAN,N,VILLAGE,HURON
BSI00391696,391696,MOGADORE,N,VILLAGE,PORTAGE
BSI00391697,391697,NORTH LEWISBURG,N,VILLAGE,UNION
BSI00391698,391698,PICKERINGTON,N,CITY,FRANKLIN
BSI00391699,391699,REMINDERVILLE,N,VILLAGE,PORTAGE
BSI00391700,391700,SALINEVILLE,N,VILLAGE,JEFFERSON
BSI00391701,391701,ADA EVSD,N,SCHOOL DISTRICT,HANCOCK
BSI00391702,391702,ARCADIA LSD,N,SCHOOL DISTRICT,SENECA
BSI00391703,391703,BELLEVUE CSD,N,SCHOOL DISTRICT,ERIE
BSI00391704,391704,BELLEVUE CSD,N,SCHOOL DISTRICT,SANDUSKY
BSI00391705,391705,BELLEVUE CSD,N,SCHOOL DISTRICT,SENECA
BSI00391706,391706,BERNE UNION LSD,N,SCHOOL DISTRICT,HOCKING
BSI00391707,391707,BOWLING GREEN CSD,N,SCHOOL DISTRICT,HENRY
BSI00391708,391708,BRADFORD EVSD,N,SCHOOL DISTRICT,DARKE
BSI00391709,391709,BRADFORD EVSD,N,SCHOOL DISTRICT,SHELBY
BSI00391710,391710,BUCKEYE CENTRAL LSD,N,SCHOOL DISTRICT,HURON
BSI00391711,391711,BUCKEYE CENTRAL LSD,N,SCHOOL DISTRICT,RICHLAND
BSI00391712,391712,BUCKEYE CENTRAL LSD,N,SCHOOL DISTRICT,SENECA
BSI00391713,391713,BUCKEYE VALLEY LSD,N,SCHOOL DISTRICT,MARION
BSI00391714,391714,BUCKEYE VALLEY LSD,N,SCHOOL DISTRICT,MORROW
BSI00391715,391715,BUCKEYE VALLEY LSD,N,SCHOOL DISTRICT,UNION
BSI00391716,391716,CANAL WINCHESTER LSD,N,SCHOOL DISTRICT,FAIRFIELD
BSI00391717,391717,CAREY EVSD,N,SCHOOL DISTRICT,SENECA
BSI00391718,391718,CARLISLE LSD,N,SCHOOL DISTRICT,MONTGOMERY
BSI00391719,391719,CEDAR CLIFF LSD,N,SCHOOL DISTRICT,CLARK
BSI00391720,391720,CENTERBURG LSD,N,SCHOOL DISTRICT,DELAWARE
BSI00391721,391721,CENTERBURG LSD,N,SCHOOL DISTRICT,LICKING
BSI00391722,391722,CENTRAL LSD,N,SCHOOL DISTRICT,WILLIAMS
BSI00391723,391723,CLERMONT NORTHEASTERN LSD,N,SCHOOL DISTRICT,BROWN
BSI00391724,391724,COLUMBIANA EVSD,N,SCHOOL DISTRICT,MAHONING
BSI00391725,391725,COLUMBUS GROVE LSD,N,SCHOOL DISTRICT,ALLEN
BSI00391726,391726,DANVILLE LSD,N,SCHOOL DISTRICT,HOLMES
BSI00391727,391727,DEFIANCE CSD,N,SCHOOL DISTRICT,PAULDING
BSI00391728,391728,EDGERTON LSD,N,SCHOOL DISTRICT,DEFIANCE
BSI00391729,391729,ELMWOOD LSD,N,SCHOOL DISTRICT,HANCOCK
BSI00391730,391730,EVERGREEN LSD,N,SCHOOL DISTRICT,LUCAS
BSI00391731,391731,FAIRBORN CSD,N,SCHOOL DISTRICT,CLARK
BSI00391732,391732,FAIRBORN CSD,N,SCHOOL DISTRICT,MONTGOMERY
BSI00391733,391733,FORT LORAMIE LSD,N,SCHOOL DISTRICT,DARKE
BSI00391734,391734,FORT RECOVERY LSD,N,SCHOOL DISTRICT,DARKE
BSI00391735,391735,FRANKLIN MONROE LSD,N,SCHOOL DISTRICT,MIAMI
BSI00391736,391736,GOSHEN LSD,N,SCHOOL DISTRICT,WARREN
BSI00391737,391737,GREENFIELD EVSD,N,SCHOOL DISTRICT,FAYETTE
BSI00391738,391738,GREENFIELD EVSD,N,SCHOOL DISTRICT,ROSS
BSI00391739,391739,GREENEVIEW LSD,N,SCHOOL DISTRICT,CLINTON
BSI00391740,391740,GREENEVIEW LSD,N,SCHOOL DISTRICT,FAYETTE
BSI00391741,391741,HARDIN NORTHERN LSD,N,SCHOOL DISTRICT,HANCOCK
BSI00391742,391742,HIGHLAND LSD,N,SCHOOL DISTRICT,DELAWARE
BSI00391743,391743,JOHNSTOWN-MONROE LSD,N,SCHOOL DISTRICT,DELAWARE
BSI00391744,391744,KENTON CSD,N,SCHOOL DISTRICT,WYANDOT
BSI00391745,391745,LAKOTA LSD,N,SCHOOL DISTRICT,SENECA
BSI00391746,391746,LAKOTA LSD,N,SCHOOL DISTRICT,WOOD
BSI00391747,391747,LEDGEMONT LSD,N,SCHOOL DISTRICT,ASHTABULA
BSI00391748,391748,LICKING VALLEY LSD,N,SCHOOL DISTRICT,MUSKINGUM
BSI00391749,391749,LOGAN ELM LSD,N,SCHOOL DISTRICT,HOCKING
BSI00391750,391750,LOUDONVILLE-PERRYSVILLE EVSD,N,SCHOOL DISTRICT,HOLMES
BSI00391751,391751,LOUDONVILLE-PERRYSVILLE EVSD,N,SCHOOL DISTRICT,KNOX
BSI00391752,391752,LOUDONVILLE-PERRYSVILLE EVSD,N,SCHOOL DISTRICT,RICHLAND
BSI00391753,391753,MCCOMB LSD,N,SCHOOL DISTRICT,PUTNAM
BSI00391754,391754,MCCOMB LSD,N,SCHOOL DISTRICT,WOOD
BSI00391755,391755,MOHAWK LSD,N,SCHOOL DISTRICT,CRAWFORD
BSI00391756,391756,MOHAWK LSD,N,SCHOOL DISTRICT,SENECA
BSI00391757,391757,NATIONAL TRAIL LSD,N,SCHOOL DISTRICT,DARKE
BSI00391758,391758,NEW BREMEN LSD,N,SCHOOL DISTRICT,MERCER
BSI00391759,391759,NEW BREMEN LSD,N,SCHOOL DISTRICT,SHELBY
BSI00391760,391760,NEW LONDON LSD,N,SCHOOL DISTRICT,ASHLAND
BSI00391761,391761,NEW LONDON LSD,N,SCHOOL DISTRICT,LORAIN
BSI00391762,391762,NEWTON LSD,N,SCHOOL DISTRICT,DARKE
BSI00391763,391763,NORTH UNION LSD,N,SCHOOL DISTRICT,DELAWARE
BSI00391764,391764,NORTHMOR LSD,N,SCHOOL DISTRICT,MARION
BSI00391765,391765,NORTHMOR LSD,N,SCHOOL DISTRICT,RICHLAND
BSI00391766,391766,NORTHRIDGE LSD,N,SCHOOL DISTRICT,DELAWARE
BSI00391767,391767,NORTHRIDGE LSD,N,SCHOOL DISTRICT,KNOX
BSI00391768,391768,NORTHWESTERN LSD,N,SCHOOL DISTRICT,ASHLAND
BSI00391769,391769,OLD FORT LSD,N,SCHOOL DISTRICT,SANDUSKY
BSI00391770,391770,OTSEGO LSD,N,SCHOOL DISTRICT,HENRY
BSI00391771,391771,OTSEGO LSD,N,SCHOOL DISTRICT,LUCAS
BSI00391772,391772,PARKWAY LSD,N,SCHOOL DISTRICT,AUGLAIZE
BSI00391773,391773,PARKWAY LSD,N,SCHOOL DISTRICT,VAN WERT
BSI00391774,391774,PATRICK HENRY LSD,N,SCHOOL DISTRICT,PUTNAM
BSI00391775,391775,PATRICK HENRY LSD,N,SCHOOL DISTRICT,WOOD
BSI00391776,391776,PAULDING EVSD,N,SCHOOL DISTRICT,PUTNAM
BSI00391777,391777,PETTISVILLE LSD,N,SCHOOL DISTRICT,HENRY
BSI00391778,391778,PICKERINGTON LSD,N,SCHOOL DISTRICT,FRANKLIN
BSI00391779,391779,PLYMOUTH-SHILOH LSD,N,SCHOOL DISTRICT,CRAWFORD
BSI00391780,391780,PLYMOUTH-SHILOH LSD,N,SCHOOL DISTRICT,HURON
BSI00391781,391781,RIDGEMONT LSD,N,SCHOOL DISTRICT,LOGAN
BSI00391782,391782,RIVERDALE LSD,N,SCHOOL DISTRICT,HANCOCK
BSI00391783,391783,RIVERDALE LSD,N,SCHOOL DISTRICT,WYANDOT
BSI00391784,391784,RIVERSIDE LSD,N,SCHOOL DISTRICT,SHELBY
BSI00391785,391785,RUSSIA LSD,N,SCHOOL DISTRICT,DARKE
BSI00391786,391786,SENECA EAST LSD,N,SCHOOL DISTRICT,HURON
BSI00391787,391787,SOUTH CENTRAL LSD,N,SCHOOL DISTRICT,RICHLAND
BSI00391788,391788,SOUTHEASTERN LSD,N,SCHOOL DISTRICT,GREENE
BSI00391789,391789,SOUTHWEST LICKING LSD,N,SCHOOL DISTRICT,FAIRFIELD
BSI00391790,391790,SPENCERVILLE LSD,N,SCHOOL DISTRICT,AUGLAIZE
BSI00391791,391791,SPENCERVILLE LSD,N,SCHOOL DISTRICT,VAN WERT
BSI00391792,391792,SWANTON LSD,N,SCHOOL DISTRICT,LUCAS
BSI00391793,391793,TALAWANDA CSD,N,SCHOOL DISTRICT,PREBLE
BSI00391794,391794,TEAYS VALLEY LSD,N,SCHOOL DISTRICT,FAIRFIELD
BSI00391795,391795,TEAYS VALLEY LSD,N,SCHOOL DISTRICT,FRANKLIN
BSI00391796,391796,TRIAD LSD,N,SCHOOL DISTRICT,LOGAN
BSI00391797,391797,TRIAD LSD,N,SCHOOL DISTRICT,UNION
BSI00391798,391798,UPPER SANDUSKY EVSD,N,SCHOOL DISTRICT,CRAWFORD
BSI00391799,391799,UPPER SANDUSKY EVSD,N,SCHOOL DISTRICT,MARION
BSI00391800,391800,UPPER SCIOTO VALLEY LSD,N,SCHOOL DISTRICT,LOGAN
BSI00391801,391801,UPPER SCIOTO VALLEY LSD,N,SCHOOL DISTRICT,AUGLAIZE
BSI00391802,391802,VALLEY VIEW LSD,N,SCHOOL DISTRICT,PREBLE
BSI00391803,391803,VANLUE LSD,N,SCHOOL DISTRICT,SENECA
BSI00391804,391804,VANLUE LSD,N,SCHOOL DISTRICT,WYANDOT
BSI00391805,391805,VERSAILLES EVSD,N,SCHOOL DISTRICT,SHELBY
BSI00391806,391806,WAYNE TRACE LSD,N,SCHOOL DISTRICT,PUTNAM
BSI00391807,391807,WAYNE TRACE LSD,N,SCHOOL DISTRICT,VAN WERT
BSI00391808,391808,WAYNESFIELD-GOSHEN LSD,N,SCHOOL DISTRICT,ALLEN
BSI00391809,391809,WAYNESFIELD-GOSHEN LSD,N,SCHOOL DISTRICT,LOGAN
BSI00391810,391810,WELLINGTON EVSD,N,SCHOOL DISTRICT,HURON
BSI00391811,391811,WEST LIBERTY-SALEM LSD,N,SCHOOL DISTRICT,LOGAN
BSI00391812,391812,WESTERN RESERVE LSD,N,SCHOOL DISTRICT,ERIE
BSI00391813,391813,WILMINGTON CSD,N,SCHOOL DISTRICT,GREENE
BSI00391814,391814,XENIA COMMUNITY CSD,N,SCHOOL DISTRICT,WARREN
BSI00391815,391815,YELLOW SPRINGS EVSD,N,SCHOOL DISTRICT,CLARK
BSI00391816,391816,WILLSHIRE,N,VILLAGE,VAN WERT
BSI00391817,391817,ALLIANCE,N,CITY,MAHONING
BSI00391818,391818,UNION,N,CITY,MONTGOMERY
BSI00391819,391819,BETTSVILLE,N,VILLAGE,SENECA
BSI00391820,391820,BLUFFTON EVSD,N,SCHOOL DISTRICT,ALLEN
BSI00391821,391821,COLONEL CRAWFORD LSD,N,SCHOOL DISTRICT,CRAWFORD
BSI00391822,391822,AYERSVILLE LSD,N,SCHOOL DISTRICT,DEFIANCE
BSI00391823,391823,NORTH FORK LSD,N,SCHOOL DISTRICT,LICKING
BSI00391824,391824,CHIPPEWA LSD,N,SCHOOL DISTRICT,WAYNE
BSI00391825,391825,NORTH BALTIMORE LSD,N,SCHOOL DISTRICT,WOOD
BSI00391826,391826,WAYNESFIELD,N,VILLAGE,AUGLAIZE
BSI00391827,391827,KENT-FRANKLIN,N,TOWNSHIP,PORTAGE
BSI00391828,391828,BLUFFTON EVSD,N,SCHOOL DISTRICT,HANCOCK
BSI00391829,391829,NORTH FORK LSD,N,SCHOOL DISTRICT,KNOX
BSI00391830,391830,NORTH BALTIMORE LSD,N,SCHOOL DISTRICT,HANCOCK
BSI00391831,391831,CLAY TOWNSHIP-CITY OF CLAYTON,N,TOWNSHIP,MONTGOMERY
BSI00391832,391832,MILFORD CITY JEDD I,N,TOWNSHIP,CLERMONT
BSI00391833,391833,HAMILTON FAIRFIELD TWP JEDD II,N,TOWNSHIP,BUTLER
BSI00391834,391834,STRATTON,N,VILLAGE,JEFFERSON
BSI00391835,391835,HIGHLAND HILLS-CLEVELAND,N,TOWNSHIP,CUYAHOGA
BSI00391836,391836,BOTKINS LSD,N,SCHOOL DISTRICT,SHELBY
BSI00391837,391837,CLYDE-GREEN SPRINGS EVSD,N,SCHOOL DISTRICT,SANDUSKY
BSI00391838,391838,MILTON-UNION EVSD,N,SCHOOL DISTRICT,MIAMI
BSI00391839,391839,COMMERCIAL POINT,N,VILLAGE,PICKAWAY
BSI00391840,391840,EDISON,N,VILLAGE,MORROW
BSI00391841,391841,KETTLERSVILLE,N,VILLAGE,SHELBY
BSI00391842,391842,PORTAGE,N,VILLAGE,WOOD
BSI00391843,391843,NEW RICHMOND,N,VILLAGE,CLERMONT
BSI00391844,391844,CRESTLINE EVSD,N,SCHOOL DISTRICT,CRAWFORD
BSI00391845,391845,CRESTLINE EVSD,N,SCHOOL DISTRICT,RICHLAND
BSI00391846,391846,ELGIN LSD,N,SCHOOL DISTRICT,DELAWARE
BSI00391847,391847,ELGIN LSD,N,SCHOOL DISTRICT,HARDIN
BSI00391848,391848,ELGIN LSD,N,SCHOOL DISTRICT,MARION
BSI00391849,391849,JACKSON CENTER LSD,N,SCHOOL DISTRICT,AUGLAIZE
BSI00391850,391850,JACKSON CENTER LSD,N,SCHOOL DISTRICT,LOGAN
BSI00391851,391851,JACKSON CENTER LSD,N,SCHOOL DISTRICT,SHELBY
BSI00391852,391852,MONROEVILLE LSD,N,SCHOOL DISTRICT,ERIE
BSI00391853,391853,MONROEVILLE LSD,N,SCHOOL DISTRICT,HURON
BSI00391854,391854,NORTHWESTERN LSD,N,SCHOOL DISTRICT,CLARK
BSI00391855,391855,NORTHWESTERN LSD,N,SCHOOL DISTRICT,CHAMPAIGN
BSI00391856,391856,OTTOVILLE LSD,N,SCHOOL DISTRICT,PAULDING
BSI00391857,391857,OTTOVILLE LSD,N,SCHOOL DISTRICT,PUTNAM
BSI00391858,391858,BEAVERDAM,N,VILLAGE,ALLEN
BSI00391859,391859,KILLBUCK,N,VILLAGE,HOLMES
BSI00391860,391860,MELROSE,N,VILLAGE,PAULDING
BSI00391861,391861,TREMONT CITY,N,CITY,CLARK
BSI00391862,391862,BOTKINS LSD,N,SCHOOL DISTRICT,AUGLAIZE
BSI00391863,391863,CLYDE-GREEN SPRINGS EVSD,N,SCHOOL DISTRICT,SENECA
BSI00391864,391864,PATASKALA,N,CITY,LICKING
BSI00391865,391865,WAYNESVILLE,N,VILLAGE,WARREN
BSI00391866,391866,THURSTON,N,VILLAGE,FAIRFIELD
BSI00391867,391867,BETHEL LSD,N,SCHOOL DISTRICT,MIAMI
BSI00391868,391868,HOPEWELL-LOUDON LSD,N,SCHOOL DISTRICT,SENECA
BSI00391869,391869,NORTHWEST LSD,N,SCHOOL DISTRICT,STARK
BSI00391870,391870,NORTHWEST LSD,N,SCHOOL DISTRICT,SUMMIT
BSI00391871,391871,NORTHWEST LSD,N,SCHOOL DISTRICT,WAYNE
BSI00391872,391872,NEW MADISON,N,VILLAGE,DARKE
BSI00391873,391873,OSGOOD,N,VILLAGE,DARKE
BSI00391874,391874,ETNA JEDZ1,N,TOWNSHIP,LICKING
BSI00391875,391875,BAINBRIDGE-SOLON,N,TOWNSHIP,GEAUGA
BSI00391876,391876,QUINCY,N,VILLAGE,LOGAN
BSI00391877,391877,MILLER CITY,N,CITY,PUTNAM
BSI00391878,391878,MIFFLIN,N,VILLAGE,ASHLAND
BSI00391879,391879,EMERALD PARK-REVENUE SHARING,N,TOWNSHIP,CUYAHOGA
BSI00391880,391880,IX CENTER-REVENUE SHARING,N,TOWNSHIP,CUYAHOGA
BSI00391881,391881,PAINESVILLE CONCORD,N,TOWNSHIP,LAKE
BSI00391882,391882,SHAKER SQUARE-REVENUE SHARING,N,TOWNSHIP,CUYAHOGA
BSI00391883,391883,WARRENSVILLE HEIGHTS JEDZ,N,TOWNSHIP,CUYAHOGA
BSI00391884,391884,PERRYSBURG-TOLEDO JEDZ,N,TOWNSHIP,LUCAS
BSI00391885,391885,PERRYSBURG-TOLEDO JEDZ,N,TOWNSHIP,WOOD
BSI00391886,391886,WEST CHESTER JEDD 1,N,TOWNSHIP,BUTLER
BSI00391887,391887,MEDINA-MONTVILLE,N,TOWNSHIP,MEDINA
BSI00391888,391888,MONCLOVA-MAUMEE-TOLEDO JEDZ,N,TOWNSHIP,LUCAS
BSI00391889,391889,HARRISON CITY-HARRISON TWP,N,TOWNSHIP,HAMILTON
BSI00391890,391890,NORTH PICKAWAY COUNTY,N,TOWNSHIP,PICKAWAY
BSI00391891,391891,OLMSTEAD JEDD,N,TOWNSHIP,CUYAHOGA
BSI00391892,391892,PERRY JEDD,N,TOWNSHIP,LAKE
BSI00391893,391893,ADELPHI,N,VILLAGE,ROSS
BSI00391894,391894,REYNOLDSBURG E-ZONE,N,TOWNSHIP,FRANKLIN
BSI00391895,391895,YOUNGSTOWN GIRARD JEDZ,N,TOWNSHIP,TRUMBULL
BSI00391896,391896,NEW BAVARIA,N,VILLAGE,HENRY
BSI00391897,391897,SAINT CLAIRSVILLE,N,CITY,BELMONT
BSI00391898,391898,REYNOLDSBURG E-ZONE,N,TOWNSHIP,LICKING
BSI00391899,391899,AMANDA-CLEARCREEK LSD,N,SCHOOL DISTRICT,FAIRFIELD
BSI00391900,391900,WILLARD CSD,N,SCHOOL DISTRICT,CRAWFORD
BSI00391901,391901,WILLARD CSD,N,SCHOOL DISTRICT,HURON
BSI00391902,391902,CALDWELL,N,VILLAGE,NOBLE
BSI00391903,391903,CLINTON,N,VILLAGE,SUMMIT
BSI00391904,391904,CONTINENTAL,N,VILLAGE,PUTNAM
BSI00391905,391905,LAKELINE,N,VILLAGE,LAKE
BSI00391906,391906,BLOOMINGDALE,N,VILLAGE,JEFFERSON
BSI00391907,391907,HARROD,N,VILLAGE,ALLEN
BSI00391908,391908,VALLEYVIEW,N,VILLAGE,FRANKLIN
BSI00391909,391909,EATON JEDD,N,TOWNSHIP,LORAIN
BSI00391910,391910,PRAIRIE-OBETZ JEDZ,N,TOWNSHIP,FRANKLIN
BSI00391911,391911,GREEN TWP-CHEVIOT CITY JEDD II,N,TOWNSHIP,HAMILTON
BSI00391912,391912,NORTH STAR,N,VILLAGE,DARKE
BSI00391913,391913,CARLISLE,N,CITY,MONTGOMERY
BSI00391914,391914,SPRINGBORO,N,CITY,MONTGOMERY
BSI00391915,391915,HUBER HEIGHTS,N,CITY,MIAMI
