authority,taxType,formula,startDate,endDate,maximumWage,taxRate,minimumWage
00250000 - MASSACHUSETTS,088 - EMPLOYEE FAMILY LEAVE INS-VOL TAX,1,20200101,0,137700,0,0
00250000 - MASSACHUSETTS,092 - ER MEDICAL ASST CONTRIBUTION TAX,1,20200101,0,15000,0,0
00250000 - MASSACHUSETTS,092 - ER MEDICAL ASST CONTRIBUTION TAX,2,20200101,0,15000,0,0
00250000 - MASSACHUSETTS,098 - EMPLOYER FAMILY LEAVE INSURANCE TAX,1,20200101,0,137700,0,0
00250000 - MASSACHUSETTS,099 - EMPLOYEE MEDICAL LEAVE INSUR TAX,1,20200101,0,137700,0,0
00250000 - MASSACHUSETTS,100 - EMPLOYER MEDICAL LEAVE INSUR TAX,1,20200101,0,137700,0,0
00250000 - MASSACHUSETTS,100 - EMPLOYER MEDICAL LEAVE INSUR TAX,2,20200101,0,137700,0.01,0
00250000 - MASSACHUSETTS,100 - EMPLOYER MEDICAL LEAVE INSUR TAX,3,20200101,0,137700,0,0
00250000 - MASSACHUSETTS,100 - EMPLOYER MEDICAL LEAVE INSUR TAX,4,20200101,0,137700,0,0
00250000 - MASSACHUSETTS,101 - EMPLOYER FAMILY LEAVE INS-VOL TAX,1,20200101,0,137700,0,0
00250000 - MASSACHUSETTS,102 - EMPLOYEE MEDICAL LEAVE INS-VOL TAX,1,20200101,0,137700,0,0
00250000 - MASSACHUSETTS,103 - EMPLOYER MEDICAL LEAVE INS-VOL TAX,1,20200101,0,137700,0,0
00250000 - MASSACHUSETTS,103 - EMPLOYER MEDICAL LEAVE INS-VOL TAX,2,20190701,20190630,132900,0.01,0
00250000 - MASSACHUSETTS,103 - EMPLOYER MEDICAL LEAVE INS-VOL TAX,3,20190701,20190630,132900,0,0
00260000 - MICHIGAN,010 - EMPLOYER UNEMPLOYMENT TAX,1,20160101,0,9000,0.03,0
00260000 - MICHIGAN,010 - EMPLOYER UNEMPLOYMENT TAX,2,20160101,0,9000,0.03,0
00260000 - MICHIGAN,010 - EMPLOYER UNEMPLOYMENT TAX,3,20160101,0,9500,0.03,0
00260000 - MICHIGAN,010 - EMPLOYER UNEMPLOYMENT TAX,4,20160101,0,9500,0.03,0
00260000 - MICHIGAN,011 - EMPLOYER DEBT REPAYMENT TAX,1,20130101,20111231,7000,0,0
00260000 - MICHIGAN,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00260000 - MICHIGAN,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00260000 - MICHIGAN,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00260000 - MICHIGAN,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00260000 - MICHIGAN,082 - UNEMPLOYMENT SOLVENCY TAX SURCHARGE,1,20160101,0,9000,0,0
00260000 - MICHIGAN,082 - UNEMPLOYMENT SOLVENCY TAX SURCHARGE,2,20160101,0,9000,0,0
00260000 - MICHIGAN,082 - UNEMPLOYMENT SOLVENCY TAX SURCHARGE,3,20160101,0,9500,0,0
00260000 - MICHIGAN,082 - UNEMPLOYMENT SOLVENCY TAX SURCHARGE,4,20160101,0,9500,0,0
00260000 - MICHIGAN,089 - UI INTEREST ASSESSMENT FEE,1,20200101,0,9000,0,0
00260000 - MICHIGAN,089 - UI INTEREST ASSESSMENT FEE,2,20200101,0,9000,0,0
00260000 - MICHIGAN,089 - UI INTEREST ASSESSMENT FEE,3,20200101,0,9500,0,0
00260000 - MICHIGAN,089 - UI INTEREST ASSESSMENT FEE,4,20200101,0,9500,0,0
00270000 - MINNESOTA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,35000,0,0
00270000 - MINNESOTA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,35000,0,0
00270000 - MINNESOTA,011 - EMPLOYER DEBT REPAYMENT TAX,1,20130102,20111231,7000,0,0
00270000 - MINNESOTA,015 - ER JOB DEVMT ASSESSMT TX,1,20200101,0,35000,0,0
00270000 - MINNESOTA,015 - ER JOB DEVMT ASSESSMT TX,2,20200101,0,35000,0,0
00270000 - MINNESOTA,036 - WORKFORCE ENHANCEMENT FEE,1,20200101,0,35000,0,0
00270000 - MINNESOTA,036 - WORKFORCE ENHANCEMENT FEE,2,20200101,0,35000,0,0
00270000 - MINNESOTA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00270000 - MINNESOTA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00270000 - MINNESOTA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00270000 - MINNESOTA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00270000 - MINNESOTA,089 - UI INTEREST ASSESSMENT FEE,1,20200101,0,35000,0,0
00270000 - MINNESOTA,089 - UI INTEREST ASSESSMENT FEE,2,20200101,0,35000,0,0
00280000 - MISSISSIPPI,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,14000,0.01,0
00280000 - MISSISSIPPI,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,14000,0.01,0
00280000 - MISSISSIPPI,016 - EMPLOYMENT TRAINING TAX,1,20170101,0,14000,0,0
00280000 - MISSISSIPPI,016 - EMPLOYMENT TRAINING TAX,2,20170101,0,14000,0,0
00280000 - MISSISSIPPI,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00280000 - MISSISSIPPI,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00280000 - MISSISSIPPI,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00280000 - MISSISSIPPI,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00290000 - MISSOURI,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,11500,0.02,0
00290000 - MISSOURI,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,11500,0.02,0
00290000 - MISSOURI,011 - EMPLOYER DEBT REPAYMENT TAX,1,20140101,20131231,7000,0,0
00290000 - MISSOURI,039 - EMPLOYMENT ADMINISTRATION FUND,1,20100101,20110331,13000,0,0
00290000 - MISSOURI,039 - EMPLOYMENT ADMINISTRATION FUND,2,20100101,20110331,13000,0,0
00290000 - MISSOURI,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00290000 - MISSOURI,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00290000 - MISSOURI,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00290000 - MISSOURI,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00300000 - MONTANA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,34100,0,0
00300000 - MONTANA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,34100,0,0
00300000 - MONTANA,012 - EMPLOYER OLD FUND LIABILITY TX,1,19930701,19981231,0,0,0
00300000 - MONTANA,022 - EMPLOYEE OLD FUND LIABILITY TX,1,19930701,19981231,0,0,0
00300000 - MONTANA,039 - EMPLOYMENT ADMINISTRATION FUND,1,20200101,0,34100,0,0
00300000 - MONTANA,039 - EMPLOYMENT ADMINISTRATION FUND,2,20200101,0,34100,0,0
00300000 - MONTANA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00300000 - MONTANA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00300000 - MONTANA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00300000 - MONTANA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00310000 - NEBRASKA,007 - STATE UNEMPLOYMENT INSURANCE TAX,1,20200101,0,9000,0.01,0
00310000 - NEBRASKA,007 - STATE UNEMPLOYMENT INSURANCE TAX,2,20200101,0,9000,0.01,0
00310000 - NEBRASKA,007 - STATE UNEMPLOYMENT INSURANCE TAX,3,20200101,0,24000,0.01,0
00310000 - NEBRASKA,007 - STATE UNEMPLOYMENT INSURANCE TAX,4,20200101,0,24000,0.01,0
00310000 - NEBRASKA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,9000,0.01,0
00310000 - NEBRASKA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,9000,0.01,0
00310000 - NEBRASKA,010 - EMPLOYER UNEMPLOYMENT TAX,3,20200101,0,24000,0.01,0
00310000 - NEBRASKA,010 - EMPLOYER UNEMPLOYMENT TAX,4,20200101,0,24000,0.01,0
00310000 - NEBRASKA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00310000 - NEBRASKA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00310000 - NEBRASKA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00310000 - NEBRASKA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00320000 - NEVADA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,32500,0.03,0
00320000 - NEVADA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,32500,0.03,0
00320000 - NEVADA,011 - EMPLOYER DEBT REPAYMENT TAX,1,20130101,20121231,7000,0,0
00320000 - NEVADA,016 - EMPLOYMENT TRAINING TAX,1,20200101,0,32500,0,0
00320000 - NEVADA,016 - EMPLOYMENT TRAINING TAX,2,20200101,0,32500,0,0
00320000 - NEVADA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00320000 - NEVADA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00320000 - NEVADA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00320000 - NEVADA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00320000 - NEVADA,089 - UI INTEREST ASSESSMENT FEE,1,20180101,20171231,30500,0,0
00320000 - NEVADA,089 - UI INTEREST ASSESSMENT FEE,2,20180101,20171231,30500,0,0
00330000 - NEW HAMPSHIRE,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200401,0,14000,0.01,0
00330000 - NEW HAMPSHIRE,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200401,0,14000,0.01,0
00330000 - NEW HAMPSHIRE,029 - SPECIAL ADMIN RESERVE FUND TAX,1,20200101,0,14000,0,0
00330000 - NEW HAMPSHIRE,029 - SPECIAL ADMIN RESERVE FUND TAX,2,20200101,0,14000,0,0
00330000 - NEW HAMPSHIRE,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00330000 - NEW HAMPSHIRE,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00330000 - NEW HAMPSHIRE,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00330000 - NEW HAMPSHIRE,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00340000 - NEW JERSEY,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,35300,0.03,0
00340000 - NEW JERSEY,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,35300,0.03,0
00340000 - NEW JERSEY,011 - EMPLOYER DEBT REPAYMENT TAX,1,20140101,20131231,7000,0,0
00340000 - NEW JERSEY,017 - EMPLOYER HEALTH INSURANCE TAX,1,20200101,0,35300,0,0
00340000 - NEW JERSEY,017 - EMPLOYER HEALTH INSURANCE TAX,2,20200101,0,35300,0,0
00340000 - NEW JERSEY,018 - EMPLOYER WORKFORCE DEVLMT TX,1,20200101,0,35300,0,0
00340000 - NEW JERSEY,018 - EMPLOYER WORKFORCE DEVLMT TX,2,20200101,0,35300,0,0
00340000 - NEW JERSEY,020 - EMPLOYEE UNEMPLOYMENT TAX,1,20200101,0,35300,0,0
00340000 - NEW JERSEY,020 - EMPLOYEE UNEMPLOYMENT TAX,2,20200101,0,35300,0,0
00340000 - NEW JERSEY,023 - EMPLOYEE HEALTH INSURANCE TAX,1,20200101,0,35300,0,0
00340000 - NEW JERSEY,023 - EMPLOYEE HEALTH INSURANCE TAX,2,20200101,0,35300,0,0
00340000 - NEW JERSEY,024 - EMPLOYEE WORKFORCE DEVLPMT TX,1,20200101,0,35300,0,0
00340000 - NEW JERSEY,024 - EMPLOYEE WORKFORCE DEVLPMT TX,2,20200101,0,35300,0,0
00340000 - NEW JERSEY,025 - EE COMBINED UI/WF&SWF/HC/DI/FLI TAX,1,20190101,20191231,34400,0.01,0
00340000 - NEW JERSEY,025 - EE COMBINED UI/WF&SWF/HC/DI/FLI TAX,2,20190101,20191231,34400,0.01,0
00340000 - NEW JERSEY,028 - ER COMBINED WF&SWF/HC/DI TAX,1,20190101,20191231,34400,0.01,0
00340000 - NEW JERSEY,028 - ER COMBINED WF&SWF/HC/DI TAX,2,20190101,20191231,34400,0.01,0
00340000 - NEW JERSEY,031 - EMPLOYER DISABILITY TAX,1,20200101,0,35300,0,0
00340000 - NEW JERSEY,031 - EMPLOYER DISABILITY TAX,2,20200101,0,35300,0,0
00340000 - NEW JERSEY,041 - EMPLOYEE DISABILITY TAX,1,20200101,0,134900,0,0
00340000 - NEW JERSEY,041 - EMPLOYEE DISABILITY TAX,2,20200101,0,134900,0,0
00340000 - NEW JERSEY,048 - EMPLOYEE VOLUNTARY DISABILITY TAX,1,20200101,0,134900,0,0
00340000 - NEW JERSEY,048 - EMPLOYEE VOLUNTARY DISABILITY TAX,2,20200101,0,134900,0,0
00340000 - NEW JERSEY,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00340000 - NEW JERSEY,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00340000 - NEW JERSEY,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00340000 - NEW JERSEY,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00340000 - NEW JERSEY,077 - EMPLOYER VOLUNTARY DISABILITY TAX,1,20200101,0,35300,0,0
00340000 - NEW JERSEY,077 - EMPLOYER VOLUNTARY DISABILITY TAX,2,20200101,0,35300,0,0
00340000 - NEW JERSEY,087 - EMPLOYEE FAMILY LEAVE INSURANCE TAX,1,20200101,0,134900,0,0
00340000 - NEW JERSEY,087 - EMPLOYEE FAMILY LEAVE INSURANCE TAX,2,20200101,0,134900,0,0
00340000 - NEW JERSEY,088 - EMPLOYEE FAMILY LEAVE INS-VOL TAX,1,20200101,0,134900,0,0
00340000 - NEW JERSEY,088 - EMPLOYEE FAMILY LEAVE INS-VOL TAX,2,20200101,0,134900,0,0
00350000 - NEW MEXICO,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,25800,0.01,0
00350000 - NEW MEXICO,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,25800,0.01,0
00350000 - NEW MEXICO,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00350000 - NEW MEXICO,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00350000 - NEW MEXICO,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00350000 - NEW MEXICO,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00360000 - NEW YORK,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,11600,0.03,0
00360000 - NEW YORK,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,11600,0.03,0
00360000 - NEW YORK,011 - EMPLOYER DEBT REPAYMENT TAX,1,20150101,20151231,7000,0,0
00360000 - NEW YORK,014 - ER RE-EMPLMT PLACEMT TX,1,20200101,0,11600,0,0
00360000 - NEW YORK,014 - ER RE-EMPLMT PLACEMT TX,2,20200101,0,11600,0,0
00360000 - NEW YORK,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00360000 - NEW YORK,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,20131231,0,0.01,0
00360000 - NEW YORK,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00360000 - NEW YORK,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,20131231,0,0.01,0
00360000 - NEW YORK,068 - P.E.R.S. - S.S. - EMPLOYER PICK-UP,1,20140101,0,0,0.01,0
00360000 - NEW YORK,087 - EMPLOYEE FAMILY LEAVE INSURANCE TAX,1,20200101,0,72860.84,0,0
00370000 - NORTH CAROLINA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,25200,0.01,0
00370000 - NORTH CAROLINA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,25200,0.01,0
00370000 - NORTH CAROLINA,011 - EMPLOYER DEBT REPAYMENT TAX,1,20150101,20151231,7000,0,0
00370000 - NORTH CAROLINA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00370000 - NORTH CAROLINA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00370000 - NORTH CAROLINA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00370000 - NORTH CAROLINA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00380000 - NORTH DAKOTA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,37900,0.01,0
00380000 - NORTH DAKOTA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,37900,0.01,0
00380000 - NORTH DAKOTA,030 - EMPLOYER WORKER COMPENSATION TAX,1,20190701,0,36400,0.01,0
00380000 - NORTH DAKOTA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00380000 - NORTH DAKOTA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00380000 - NORTH DAKOTA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00380000 - NORTH DAKOTA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00390000 - OHIO,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,9000,0.03,0
00390000 - OHIO,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,9000,0.03,0
00390000 - OHIO,011 - EMPLOYER DEBT REPAYMENT TAX,1,20160101,20161231,7000,0,0
00390000 - OHIO,030 - EMPLOYER WORKER COMPENSATION TAX,1,20130101,0,0,0.01,0
00390000 - OHIO,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00390000 - OHIO,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,20070101,0,0,0
00390000 - OHIO,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00390000 - OHIO,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,20070101,0,0,0
00390000 - OHIO,068 - P.E.R.S. - S.S. - EMPLOYER PICK-UP,1,20090101,0,0,0.01,0
00391107 - CUYAHOGA FALLS,001 - WITHHOLDING TAX,1,19960701,0,0,0.02,0
00391256 - MANCHESTER,001 - WITHHOLDING TAX,1,19920101,0,6000,0.01,0
00391615 - SHERWOOD,001 - WITHHOLDING TAX,1,20040701,0,0,0.01,10000
00391911 - GREEN TWP-CHEVIOT CITY JEDD II,047 - JOINT ECONOMIC DEV. DISTRICT,1,20120501,0,100000,0.01,0
00391986 - WESTERN RIDGE JEDD,047 - JOINT ECONOMIC DEV. DISTRICT,1,20200101,0,117260,0.01,0
00391987 - MERCY HOSPITALS WEST JEDD,047 - JOINT ECONOMIC DEV. DISTRICT,1,20130514,0,100000,0.02,0
00400000 - OKLAHOMA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,18700,0.01,0
00400000 - OKLAHOMA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,18700,0.01,0
00400000 - OKLAHOMA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00400000 - OKLAHOMA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00400000 - OKLAHOMA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00400000 - OKLAHOMA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00400000 - OKLAHOMA,094 - TECHNOLOGY FUND TAX,1,20200101,0,18700,0,0
00400000 - OKLAHOMA,094 - TECHNOLOGY FUND TAX,2,20200101,0,18700,0,0
00410000 - OREGON,009 - EMPLOYER SPECIAL PAYROLL TAX,1,20200101,0,42100,0,0
00410000 - OREGON,009 - EMPLOYER SPECIAL PAYROLL TAX,2,20200101,0,42100,0,0
00410000 - OREGON,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,42100,0.02,0
00410000 - OREGON,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,42100,0.02,0
00410000 - OREGON,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00410000 - OREGON,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00410000 - OREGON,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00410000 - OREGON,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00410000 - OREGON,080 - EMPLOYER WAGE SECURITY FUND TAX,1,20090101,20090331,31300,0,0
00420000 - PENNSYLVANIA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20180101,0,10000,0.04,0
00420000 - PENNSYLVANIA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20180101,0,10000,0.04,0
00420000 - PENNSYLVANIA,011 - EMPLOYER DEBT REPAYMENT TAX,1,20130102,20111231,7000,0,0
00420000 - PENNSYLVANIA,020 - EMPLOYEE UNEMPLOYMENT TAX,1,20180101,0,0,0,0
00420000 - PENNSYLVANIA,020 - EMPLOYEE UNEMPLOYMENT TAX,2,20180101,0,0,0,0
00420000 - PENNSYLVANIA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00420000 - PENNSYLVANIA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00420000 - PENNSYLVANIA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00420000 - PENNSYLVANIA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00430000 - PUERTO RICO,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,7000,0.03,0
00430000 - PUERTO RICO,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,7000,0.03,0
00430000 - PUERTO RICO,015 - ER JOB DEVMT ASSESSMT TX,1,20130101,0,7000,0.01,0
00430000 - PUERTO RICO,015 - ER JOB DEVMT ASSESSMT TX,2,20130101,0,7000,0.01,0
00430000 - PUERTO RICO,031 - EMPLOYER DISABILITY TAX,1,20130101,0,9000,0,0
00430000 - PUERTO RICO,031 - EMPLOYER DISABILITY TAX,2,20130101,0,9000,0,0
00430000 - PUERTO RICO,041 - EMPLOYEE DISABILITY TAX,1,20130101,0,9000,0,0
00430000 - PUERTO RICO,041 - EMPLOYEE DISABILITY TAX,2,20130101,0,9000,0,0
00430000 - PUERTO RICO,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20070101,0,0,0.01,0
00430000 - PUERTO RICO,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20070101,0,0,0.01,0
00430000 - PUERTO RICO,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20070101,0,0,0.01,0
00430000 - PUERTO RICO,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20070101,0,0,0.01,0
00430000 - PUERTO RICO,068 - P.E.R.S. - S.S. - EMPLOYER PICK-UP,1,20190101,0,0,0.01,0
00440000 - RHODE ISLAND,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,24000,0.01,0
00440000 - RHODE ISLAND,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,24000,0.01,0
00440000 - RHODE ISLAND,010 - EMPLOYER UNEMPLOYMENT TAX,3,20200101,0,25500,0.1,0
00440000 - RHODE ISLAND,010 - EMPLOYER UNEMPLOYMENT TAX,4,20200101,0,25500,0.1,0
00440000 - RHODE ISLAND,011 - EMPLOYER DEBT REPAYMENT TAX,1,20140101,20131231,7000,0,0
00440000 - RHODE ISLAND,014 - ER RE-EMPLMT PLACEMT TX,1,20010101,20031231,12000,0,0
00440000 - RHODE ISLAND,015 - ER JOB DEVMT ASSESSMT TX,1,20200101,0,24000,0,0
00440000 - RHODE ISLAND,015 - ER JOB DEVMT ASSESSMT TX,2,20200101,0,24000,0,0
00440000 - RHODE ISLAND,015 - ER JOB DEVMT ASSESSMT TX,3,20200101,0,25500,0,0
00440000 - RHODE ISLAND,015 - ER JOB DEVMT ASSESSMT TX,4,20200101,0,25500,0,0
00440000 - RHODE ISLAND,041 - EMPLOYEE DISABILITY TAX,1,20200101,0,72300,0.01,0
00440000 - RHODE ISLAND,041 - EMPLOYEE DISABILITY TAX,2,20200101,0,72300,0.01,0
00440000 - RHODE ISLAND,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00440000 - RHODE ISLAND,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00440000 - RHODE ISLAND,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00440000 - RHODE ISLAND,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00450000 - SOUTH CAROLINA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,14000,0.01,0
00450000 - SOUTH CAROLINA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,14000,0.01,0
00450000 - SOUTH CAROLINA,011 - EMPLOYER DEBT REPAYMENT TAX,1,20150101,20151231,7000,0,0
00450000 - SOUTH CAROLINA,037 - ADMINISTRATIVE CONTINGENCY FUND TAX,1,20160101,0,14000,0,0
00450000 - SOUTH CAROLINA,037 - ADMINISTRATIVE CONTINGENCY FUND TAX,2,20160101,0,14000,0,0
00450000 - SOUTH CAROLINA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00450000 - SOUTH CAROLINA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00450000 - SOUTH CAROLINA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00450000 - SOUTH CAROLINA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00460000 - SOUTH DAKOTA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20190701,0,15000,0.01,0
00460000 - SOUTH DAKOTA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20190701,0,15000,0.01,0
00460000 - SOUTH DAKOTA,038 - EMPLOYER INVESTMENT FEE,1,20150101,0,15000,0.01,0
00460000 - SOUTH DAKOTA,038 - EMPLOYER INVESTMENT FEE,2,20150101,0,15000,0.01,0
00460000 - SOUTH DAKOTA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
