authorityCode,taxType,description1,payType,earn/PayCode,description2,employeeLimit,employeeFrequency,employerLimit,employerFrequency,Class,catchUpAmount
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P022,457B TAX EXEMPT ENTITY,0,,EE/ER agg,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P023,COMMUTER BENEFITS/SALARY REDUCTION,0,,EE/ER agg,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P024,FSA HEALTH,0,,UNLIMITED,,CP,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P025,457F N.Q. DEFERRED COMPENSATION,UNLIMITED,,UNLIMITED,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P026,ROTH 457B,5000000,Tx/YTD,EE/ER agg,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P029,409A N.Q. DEFERRED COMPENSATION,UNLIMITED,,UNLIMITED,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P030,409A NQDC VESTED PLAN,0,,0,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P031,SIMPLE IRA 408P,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P053,HSA SINGLE (NON-SEC 125),3550,Tx/YTD,UNLIMITED,,DI,1000
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P054,HSA FAMILY (NON-SEC 125),7100,Tx/YTD,UNLIMITED,,DI,1000
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P055,7701J ROTH,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P056,COST OF ER-SPONSORED PLAN COVERAGE,UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P057,SAME-SEX PARTNER DNTL INS (SEC 125),UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P059,SAME-SEX PARTNER MED INS (SEC 125),UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P060,VISION INSURANCE (SEC 125),UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P061,SAME-SEX PARTNER VISION,UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P062,401K (SEC 125),0,,UNLIMITED,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P063,OREGONSAVES (UP TO AGE 50),0,,0,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P064,OREGONSAVES (AGE 50 AND OVER),0,,0,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P065,CALSAVERS (UP TO AGE 50),0,,0,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P066,CALSAVERS (AGE 50 AND OVER),0,,0,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P067,IL SEC CHOICE (UP TO AGE 50),0,,0,,DI,0
00130000 - GEORGIA,10,EMPLOYER UNEMPLOYMENT TAX,P,P068,IL SEC CHOICE (AGE 50 AND OVER),0,,0,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E002,PAY ADVANCES,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E003,ATHLETIC FACILITIES,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E004,N.Q. PLAN AWARDS AND PRIZES,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E005,BACK PAY,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E006,BONUSES,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E007,BUSINESS EXPENSES,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E009,GIFTS,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E010,COMMISSIONS,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E013,DISCOUNTS,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E014,DISMISSAL/SEVERANCE,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E015,EDUCATIONAL ASSISTANCE (SEC 127),5250,YTD,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E016,EMPLOYMENT AGENCY,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E017,QUALIFIED EQUIPMENT/TOOL/UNIFORM,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E018,BUSINESS USE OF COMPANY CAR,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E019,PERSONAL USE OF COMPANY CAR,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E020,NO ADDITIONAL COST SERVICES,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E021,GOLDEN PARACHUTE,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E022,GROUP LEGAL SERVICES,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E023,GUARANTEED WAGE,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E024,JURY DUTY PAY,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E025,BELOW MARKET LOANS TO EMPLOYEES,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E026,MEALS AND LODGING,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E027,SUPPLEMENTAL MILITARY PAY,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E028,QUALIFIED MOVING EXPENSES,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E029,NON CASH FRINGE,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E030,OUTPLACEMENT SERVICES,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E031,OVERTIME,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E032,QUALIFIED PARKING,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E033,PRE EMPLOYMENT REIMBURSEMENT,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E034,PROBATIONARY PAY,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E035,REGULAR WAGES,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E036,SCHOLARSHIPS,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E037,SICK/DISABILITY PAY,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E038,STANDBY/IDLE TIME,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E039,STOCK PURCHASE & INCENTIVE PLAN,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E040,SUPPER MONEY,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E041,SUPPLEMENTAL UNEMPLOYMENT,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E042,TAXES PAID BY EMPLOYER,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E043,TIPS,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E044,TRAVEL EXPENSE REIMBURSEMENT,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E045,TUITION REDUCTION (SEC 117),UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E046,UNION PAYMENT,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E047,VACATION PAY,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E048,GROUP TERM LIFE G.T. 50000,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E049,MINISTERS HOUSING ALLOWANCE,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E051,INCOME UNDER SECTION 409A,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E052,TRANSPORTATION CHV,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E060,3RD PARTY SICK PAY - IN HOUSE PLAN,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E065,3RD PARTY SICK PAY - OUTSIDE VENDOR,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E068,DIFFERENTIAL PAY-ACT DUTY MILITARY,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E070,EMPLOYEE ADULT CHILD HLTH INSURANCE,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E071,EMPLOYER ADULT CHILD HLTH INSURANCE,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E072,ER PREMIUM SAME-SEX PARTNER MEDICAL,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E073,ER PREMIUM SAME-SEX PARTNER DENTAL,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E074,ADOPTION ASSIST-CHILD 1 (SEC 125),0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E075,ADOPTION ASSIST-CHILD 2 (SEC 125),0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E076,ADOPTION ASSIST-CHILD 3 (SEC 125),0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E077,SEVERANCE PAY - OTHER,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E078,ER PREMIUM SAME-SEX PARTNER VISION,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E079,TIPS ALTERNATE EMPLOYER RULE,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E080,TUITION REIMBURSEMENT (SEC 132),UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E081,QSEHRA SINGLE,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E082,QSEHRA FAMILY,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E083,GARNISHMENT ADJUSTMENT-INCREASE,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E084,YOUNG RESIDENT EE EXEMPT WAGES,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E085,QUALIFIED MOVING EXP-AF ACTIVE DUTY,UNLIMITED,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E087,MINIMUM WAGE MAKEUP,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E088,COVID-19 EMERGENCY PD SICK LEAVE-EE,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E089,COVID-19 EMERGENCY PD SICK LEAVE-DP,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,E,E090,COVID-19 EMERGENCY EXP F&M LEAVE-DP,0,,N/A,,,N/A
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P001,401K,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P002,403B,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P003,408K,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P004,457B STATE AND LOCAL GOVMNT,5000000,Tx/YTD,EE/ER agg,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P005,7701J,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P006,SECTION 125,UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P007,DENTAL INSURANCE (SEC 125),UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P008,GROUP TERM LIFE (SEC 125),UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P009,HEALTH INSURANCE (SEC 125),UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P010,DEPENDENT CARE FILING SEP (SEC 125),2500,YTD,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P011,DEPENDENT CARE MARRIED (SEC 125),5000,YTD,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P012,CASH OUT (SEC 125),0,,0,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P014,SIMPLE 401K,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P016,401K ROTH,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P017,403B ROTH,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P018,QUALIFIED PARKING,0,,EE/ER agg,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P019,TRANSPORTATION CHV,0,,EE/ER agg,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P020,HSA SELF-ONLY (SEC 125),3550,Nontx/YTD,EE/ER agg,,CP,1000
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P021,HSA FAMILY (SEC 125),7100,Nontx/YTD,EE/ER agg,,CP,1000
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P022,457B TAX EXEMPT ENTITY,0,,EE/ER agg,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P023,COMMUTER BENEFITS/SALARY REDUCTION,0,,EE/ER agg,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P024,FSA HEALTH,0,,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P025,457F N.Q. DEFERRED COMPENSATION,UNLIMITED,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P026,ROTH 457B,5000000,Tx/YTD,EE/ER agg,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P029,409A N.Q. DEFERRED COMPENSATION,UNLIMITED,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P030,409A NQDC VESTED PLAN,0,,0,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P031,SIMPLE IRA 408P,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P053,HSA SINGLE (NON-SEC 125),3550,Tx/YTD,UNLIMITED,,DI,1000
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P054,HSA FAMILY (NON-SEC 125),7100,Tx/YTD,UNLIMITED,,DI,1000
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P055,7701J ROTH,0,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P056,COST OF ER-SPONSORED PLAN COVERAGE,UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P057,SAME-SEX PARTNER DNTL INS (SEC 125),UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P059,SAME-SEX PARTNER MED INS (SEC 125),UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P060,VISION INSURANCE (SEC 125),UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P061,SAME-SEX PARTNER VISION,UNLIMITED,,UNLIMITED,,CP,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P062,401K (SEC 125),0,,UNLIMITED,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P063,OREGONSAVES (UP TO AGE 50),0,,0,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P064,OREGONSAVES (AGE 50 AND OVER),0,,0,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P065,CALSAVERS (UP TO AGE 50),0,,0,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P066,CALSAVERS (AGE 50 AND OVER),0,,0,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P067,IL SEC CHOICE (UP TO AGE 50),0,,0,,DI,0
00130000 - GEORGIA,15,ER JOB DEVMT ASSESSMT TX,P,P068,IL SEC CHOICE (AGE 50 AND OVER),0,,0,,DI,0
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E002,PAY ADVANCES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E003,ATHLETIC FACILITIES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E004,N.Q. PLAN AWARDS AND PRIZES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E005,BACK PAY,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E006,BONUSES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E007,BUSINESS EXPENSES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E009,GIFTS,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E010,COMMISSIONS,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E013,DISCOUNTS,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E014,DISMISSAL/SEVERANCE,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E015,EDUCATIONAL ASSISTANCE (SEC 127),0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E016,EMPLOYMENT AGENCY,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E017,QUALIFIED EQUIPMENT/TOOL/UNIFORM,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E018,BUSINESS USE OF COMPANY CAR,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E019,PERSONAL USE OF COMPANY CAR,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E020,NO ADDITIONAL COST SERVICES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E021,GOLDEN PARACHUTE,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E022,GROUP LEGAL SERVICES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E023,GUARANTEED WAGE,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E024,JURY DUTY PAY,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E025,BELOW MARKET LOANS TO EMPLOYEES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E026,MEALS AND LODGING,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E027,SUPPLEMENTAL MILITARY PAY,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E028,QUALIFIED MOVING EXPENSES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E029,NON CASH FRINGE,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E030,OUTPLACEMENT SERVICES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E031,OVERTIME,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E032,QUALIFIED PARKING,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E033,PRE EMPLOYMENT REIMBURSEMENT,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E034,PROBATIONARY PAY,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E035,REGULAR WAGES,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E036,SCHOLARSHIPS,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E037,SICK/DISABILITY PAY,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E038,STANDBY/IDLE TIME,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E039,STOCK PURCHASE & INCENTIVE PLAN,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E040,SUPPER MONEY,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E041,SUPPLEMENTAL UNEMPLOYMENT,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E042,TAXES PAID BY EMPLOYER,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E043,TIPS,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E044,TRAVEL EXPENSE REIMBURSEMENT,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E045,TUITION REDUCTION (SEC 117),0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E046,UNION PAYMENT,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E047,VACATION PAY,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E048,GROUP TERM LIFE G.T. 50000,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E049,MINISTERS HOUSING ALLOWANCE,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E051,INCOME UNDER SECTION 409A,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E052,TRANSPORTATION CHV,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E060,3RD PARTY SICK PAY - IN HOUSE PLAN,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E065,3RD PARTY SICK PAY - OUTSIDE VENDOR,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E068,DIFFERENTIAL PAY-ACT DUTY MILITARY,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E070,EMPLOYEE ADULT CHILD HLTH INSURANCE,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E071,EMPLOYER ADULT CHILD HLTH INSURANCE,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E072,ER PREMIUM SAME-SEX PARTNER MEDICAL,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E073,ER PREMIUM SAME-SEX PARTNER DENTAL,0,,N/A,,,N/A
00130000 - GEORGIA,61,EMPLOYEE RETIREMENT PLAN-S.S,E,E074,ADOPTION ASSIST-CHILD 1 (SEC 125),0,,N/A,,,N/A
