authorityCode,taxType,formulaNumber,startDate,endDate,monthly/Quarterly,formulaTitle
200000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
200000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
200000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
200000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
200000,10,4,1/1/2015,0,Quarterly,QTRLY RATED GOVT UNEMPLOYMENT  FORM
200000,10,4,1/1/2016,0,Quarterly,QTRLY RATED GOVT UNEMPLOYMENT  FORM
210000,10,2,1/1/1982,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
210000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
210000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
210000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
210000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
210000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
210000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
210000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
210000,78,2,1/1/2014,0,Quarterly,QUARTERLY ER UNEMPLOYMENT TAX
210000,78,2,1/1/2015,0,Quarterly,QUARTERLY ER UNEMPLOYMENT TAX
210000,78,2,1/1/2016,20160630,Quarterly,QUARTERLY ER UNEMPLOYMENT TAX
210000,78,2,7/1/2018,0,Quarterly,QTRLY SVC CAPACITY UPGRADE FUND
210000,78,2,1/1/2019,0,Quarterly,QTRLY SVC CAPACITY UPGRADE FUND
210000,78,2,1/1/2020,0,Quarterly,QTRLY SVC CAPACITY UPGRADE FUND
220000,8,2,1/1/1998,0,Quarterly,ER QUARTERLY SOCIAL CHARGE FORMULA
220000,8,2,1/1/2010,0,Quarterly,ER QUARTERLY SOCIAL CHARGE FORMULA
220000,8,2,1/1/2013,0,Quarterly,ER QUARTERLY SOCIAL CHARGE FORMULA
220000,10,2,1/1/1998,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
220000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
220000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
220000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,10,2,1/1/2000,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
230000,85,2,1/1/2008,0,Quarterly,QUARTERLY COMP SKILLS SCHLR FUND
230000,85,2,1/1/2010,0,Quarterly,QUARTERLY COMP SKILLS SCHLR FUND
230000,85,2,1/1/2013,0,Quarterly,QUARTERLY COMP SKILLS SCHLR FUND
240000,10,2,1/1/1993,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
240000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
240000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
250000,10,2,1/1/2004,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
250000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
250000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
250000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
250000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
250000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
250000,17,2,1/1/1990,0,Quarterly,ER QRTLY HEALTH INSURANCE FORMULA
250000,17,2,1/1/2010,0,Quarterly,ER QRTLY HEALTH INSURANCE FORMULA
250000,17,2,1/1/2011,0,Quarterly,ER QRTLY HEALTH INSURANCE FORMULA
250000,17,2,1/1/2012,20131231,Quarterly,ER QRTLY HEALTH INSURANCE FORMULA
250000,17,2,1/1/2013,20131231,Quarterly,ER QRTLY HEALTH INSURANCE FORMULA
250000,17,2,1/2/2013,0,Quarterly,ER QRTLY HEALTH INSURANCE FORMULA
250000,18,2,1/1/2004,0,Quarterly,QUARTERLY WORKFORCE TRAINING FUND
250000,18,2,1/1/2013,0,Quarterly,QUARTERLY WORKFORCE TRAINING FUND
250000,18,2,1/1/2015,0,Quarterly,QUARTERLY WORKFORCE TRAINING FUND
250000,92,2,1/1/2014,0,Quarterly,ER QRTLY MED ASST CONTRIB FORMULA
250000,92,2,1/1/2015,0,Quarterly,ER QRTLY MED ASST CONTRIB FORMULA
250000,92,2,7/1/2017,0,Quarterly,ER QRTLY MED ASST CONTRIB FORMULA
250000,92,2,1/1/2018,0,Quarterly,ER QRTLY MED ASST CONTRIB FORMULA
250000,92,2,1/1/2020,0,Quarterly,ER QRTLY MED ASST CONTRIB FORMULA
260000,10,2,1/1/2003,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
260000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
260000,10,2,1/2/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
260000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
260000,10,2,7/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
260000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
260000,10,4,1/1/2016,0,Quarterly,ER QUARTERLY UT FORMULA - TIER 2
260000,82,2,1/1/2012,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
260000,82,2,1/2/2012,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
260000,82,2,1/1/2013,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
260000,82,2,7/1/2015,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
260000,82,2,1/1/2016,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
260000,82,4,1/1/2016,0,Quarterly,ER QTR UNEML SOLV TAX SURCH -TIER 2
260000,89,2,7/1/2012,0,Quarterly,QTRLY UI INTRST ASSMNT FEE
260000,89,2,1/1/2013,0,Quarterly,QTRLY UI INTRST ASSMNT FEE
260000,89,2,7/1/2015,0,Quarterly,QTRLY UI INTRST ASSMNT FEE
260000,89,2,1/1/2016,0,Quarterly,QTRLY UI INTRST ASSMNT FEE
260000,89,2,1/1/2020,0,Quarterly,QTRLY UI INTRST ASSMNT FEE
260000,89,4,1/1/2016,0,Quarterly,QTRLY UI INTRST ASSMNT FEE - TIER 2
260000,89,4,1/1/2020,0,Quarterly,QTRLY UI INTRST ASSMNT FEE - TIER 2
270000,10,2,1/1/2008,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2009,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/2/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/3/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
270000,15,2,1/1/2009,0,Monthly,ER QRTRLY UT ADDITIONAL ASSESSMENT
270000,15,2,1/1/2010,0,Monthly,ER QRTRLY UT ADDITIONAL ASSESSMENT
270000,15,2,1/1/2013,0,Monthly,ER QRTRLY UT ADDITIONAL ASSESSMENT
270000,15,2,1/2/2013,0,Monthly,ER QRTRLY UT ADDITIONAL ASSESSMENT
270000,15,2,1/1/2014,0,Monthly,ER QRTRLY UT ADDITIONAL ASSESSMENT
270000,15,2,1/1/2015,0,Monthly,ER QRTRLY UT ADDITIONAL ASSESSMENT
270000,15,2,1/1/2016,0,Monthly,ER QRTRLY UT ADDITIONAL ASSESSMENT
270000,15,2,1/1/2017,0,Monthly,ER QRTRLY UT ADDITIONAL ASSESSMENT
270000,15,2,1/1/2019,0,Monthly,ER QRTRLY UT ADDITIONAL ASSESSMENT
270000,15,2,1/1/2020,0,Monthly,ER QRTRLY UT ADDITIONAL ASSESSMENT
270000,36,2,1/1/2008,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/1/2009,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,7/1/2009,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/1/2010,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,7/1/2011,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/1/2012,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/1/2013,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/2/2013,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/3/2013,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/1/2015,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/1/2016,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/1/2017,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/1/2019,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,36,2,1/1/2020,0,Quarterly,QUARTERLY WORKFORCE ENHANCEMENT FEE
270000,89,2,1/1/2011,0,Monthly,QTRLY UI INTRST ASSMNT FEE
270000,89,2,1/1/2012,0,Monthly,QTRLY UI INTRST ASSMNT FEE
270000,89,2,1/1/2013,0,Monthly,QTRLY UI INTRST ASSMNT FEE
270000,89,2,1/2/2013,0,Monthly,QTRLY UI INTRST ASSMNT FEE
270000,89,2,1/3/2013,0,Monthly,QTRLY UI INTRST ASSMNT FEE
270000,89,2,1/1/2015,0,Monthly,QTRLY UI INTRST ASSMNT FEE
270000,89,2,1/1/2016,0,Monthly,QTRLY UI INTRST ASSMNT FEE
270000,89,2,1/1/2017,0,Monthly,QTRLY UI INTRST ASSMNT FEE
270000,89,2,1/1/2019,0,Monthly,QTRLY UI INTRST ASSMNT FEE
270000,89,2,1/1/2020,0,Monthly,QTRLY UI INTRST ASSMNT FEE
280000,10,2,1/1/1993,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
280000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
280000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
280000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
280000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
280000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
280000,16,2,1/1/2005,0,Quarterly,ER QTRLY EMPLOYMENT TRAINING TAX
280000,16,2,1/1/2011,0,Quarterly,ER QTRLY EMPLOYMENT TRAINING TAX
280000,16,2,1/1/2013,0,Quarterly,ER QTRLY EMPLOYMENT TRAINING TAX
280000,16,2,1/1/2014,0,Quarterly,ER QTRLY EMPLOYMENT TRAINING TAX
280000,16,2,1/1/2015,0,Quarterly,ER QTRLY EMPLOYMENT TRAINING TAX
280000,16,2,1/1/2016,0,Quarterly,ER QTRLY EMPLOYMENT TRAINING TAX
280000,16,2,1/1/2017,0,Quarterly,ER QTRLY EMPLOYMENT TRAINING TAX
290000,10,2,1/1/2008,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
290000,10,2,1/1/2009,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
290000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
290000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
290000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
290000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
290000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
290000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
290000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
290000,39,2,1/1/2009,0,Quarterly,UNEMPLOYMENT QTRLY AUTOMATION FUND
290000,39,2,1/1/2010,20110331,Quarterly,UNEMPLOYMENT QTRLY AUTOMATION FUND
300000,10,2,1/1/2008,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2009,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
300000,39,2,1/1/2008,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2009,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2010,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2011,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2012,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2013,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2014,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2015,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2016,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2017,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2018,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2019,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
300000,39,2,1/1/2020,0,Quarterly,ER EMPLOYMENT ADMINISTRATION FUND
310000,7,2,1/1/2008,0,Quarterly,ER QUARTERLY STATE UNEMPLOYMENT INS
310000,7,2,1/1/2013,0,Quarterly,ER QUARTERLY STATE UNEMPLOYMENT INS
310000,7,2,1/1/2020,0,Quarterly,QRTLY ERS IN UI TAX CATEGORY 1-19
310000,7,4,1/1/2020,0,Quarterly,QRTLY ERS IN UI TAX CATEGORY 20
310000,10,2,1/1/2007,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
310000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
310000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
310000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
310000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
310000,10,2,1/1/2020,0,Quarterly,QRTLY ERS IN UI TAX CATEGORY 1-19
310000,10,4,1/1/2020,0,Quarterly,QRTLY ERS IN UI TAX CATEGORY 20
320000,10,2,1/1/2008,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2009,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/2/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
320000,16,2,1/1/2008,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2009,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2010,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2011,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2012,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2013,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2014,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2015,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2016,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2017,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2018,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2019,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,16,2,1/1/2020,0,Quarterly,QTR CAREER ENHANCEMENT PROG FORMULA
320000,89,2,1/1/2014,0,Quarterly,ER QUARTERLY BOND CONTRIB ASSMNT
320000,89,2,1/1/2015,0,Quarterly,ER QUARTERLY BOND CONTRIB ASSMNT
320000,89,2,1/1/2016,0,Quarterly,ER QUARTERLY BOND CONTRIB ASSMNT
320000,89,2,1/1/2017,0,Quarterly,ER QUARTERLY BOND CONTRIB ASSMNT
320000,89,2,10/1/2017,20170930,Quarterly,ER QUARTERLY BOND CONTRIB ASSMNT
320000,89,2,1/1/2018,20171231,Quarterly,ER QUARTERLY BOND CONTRIB ASSMNT
330000,10,2,1/1/1994,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
330000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
330000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
330000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
330000,10,2,10/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
330000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
330000,10,2,10/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
330000,10,2,10/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
330000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
330000,10,2,4/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
330000,29,2,1/1/2002,0,Quarterly,QUARTERLY ADMINIS RESERVE FUND FORM
330000,29,2,4/1/2007,0,Quarterly,QUARTERLY ADMINIS RESERVE FUND FORM
330000,29,2,1/1/2010,0,Quarterly,QUARTERLY ADMINIS RESERVE FUND FORM
330000,29,2,1/1/2011,0,Quarterly,QUARTERLY ADMINIS RESERVE FUND FORM
330000,29,2,1/1/2012,0,Quarterly,QUARTERLY ADMINIS RESERVE FUND FORM
330000,29,2,1/1/2013,0,Quarterly,QUARTERLY ADMINIS RESERVE FUND FORM
330000,29,2,1/1/2020,0,Quarterly,QUARTERLY ADMINIS RESERVE FUND FORM
340000,10,2,1/1/2001,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2002,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2003,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2004,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2005,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2006,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2007,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2008,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2009,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,7/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,7/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,7/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
340000,17,2,1/1/2002,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2003,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2004,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,7/1/2004,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2005,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2006,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,7/1/2006,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2007,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2008,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2009,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2010,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2011,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2012,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2013,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2014,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2015,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2016,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2017,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2018,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2019,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,17,2,1/1/2020,0,Quarterly,ER QTRLY HLTH CARE SUB FUND FORMULA
340000,18,2,1/1/2002,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2003,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2004,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2005,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2006,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2007,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2008,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2009,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2010,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2011,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2012,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2013,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2014,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2015,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2016,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2017,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
340000,18,2,1/1/2018,0,Quarterly,ER QTR WR DEV/SUPMNTL WF FUNDS FORM
